"","INSEE","NAME","DPT","REG2016","POP","winT1","ABST1","PCFNT1","PCFNT1INSCRITS","ABST2","PCFNT2","winnerT2","DIFF_ABS","DIFF_PCFN"
"4937","14455","Moulines","14",28,250,"LFN",38.5,36.21,21,34.5,30.95,"GAUCHE",-4,-5.26
"4938","14456","Moult","14",28,2117,"LFN",51.4,32.71,15.11,40.08,31.37,"GAUCHE",-11.32,-1.34
"4939","14457","Les Moutiers-en-Auge","14",28,114,"DROITE",40.23,30,17.24,29.89,36.67,"LUD",-10.34,6.67
"4940","14458","Les Moutiers-en-Cinglais","14",28,420,"DROITE",43.02,31.25,16.98,27.17,29.35,"LUD",-15.85,-1.9
"4941","14459","Les Moutiers-Hubert","14",28,48,"DROITE",33.33,23.08,15,28.33,16.67,"LUD",-5,-6.41
"4942","14460","Moyaux","14",28,1348,"DROITE",46.2,36.64,18.95,35.14,37.7,"LUD",-11.06,1.06
"4943","14461","Mutrécy","14",28,366,"DROITE",43.25,18.47,10.03,35.99,23.89,"GAUCHE",-7.26,5.42
"4944","14462","Neuilly-la-Forêt","14",28,459,"DROITE",57.18,23.88,9.38,49.27,23.31,"GAUCHE",-7.91,-0.57
"4945","14465","Nonant","14",28,477,"LFN",39.62,26.44,15.03,28.18,25.7,"GAUCHE",-11.44,-0.740000000000002
"4946","14466","Norolles","14",28,276,"LFN",43.37,34.33,18.47,36.95,25.83,"LUD",-6.41999999999999,-8.5
"4947","14467","Noron-l'Abbaye","14",28,329,"LFN",45.95,31.86,16.22,40.09,31.01,"LUD",-5.86,-0.849999999999998
"4948","14468","Noron-la-Poterie","14",28,364,"DROITE",53.07,27.64,12.27,36.46,23.64,"LUD",-16.61,-4
"4949","14469","Norrey-en-Auge","14",28,100,"LFN",33.72,42.11,27.91,27.91,30.51,"LUD",-5.81,-11.6
"4950","14471","Notre-Dame-de-Courson","14",28,439,"LFN",45.75,36.48,18.95,38.16,35.71,"LUD",-7.59,-0.769999999999996
"4951","14473","Notre-Dame-de-Livaye","14",28,128,"LFN",29.91,33.78,23.36,25.23,36.71,"LFN",-4.68,2.93
"4952","14474","Notre-Dame-d'Estrées - Corbon","14",28,171,"DROITE",50.9,22.5,10.78,46.71,21.84,"LUD",-4.19,-0.66
"4953","14475","Noyers-Bocage","14",28,1107,"GAUCHE",48.33,25.71,12.86,36.55,27.8,"GAUCHE",-11.78,2.09
"4954","14476","Olendon","14",28,193,"LFN",56.29,24.29,10.18,44.31,30.77,"GAUCHE",-11.98,6.48
"4955","14477","Ondefontaine","14",28,330,"DROITE",47.21,29.66,15.02,30.04,33.76,"LUD",-17.17,4.1
"4956","14478","Orbec","14",28,2248,"DROITE",53.65,33.07,14.65,46.22,36.3,"LUD",-7.43,3.23
"4957","14480","Osmanville","14",28,591,"LFN",53.63,42.44,18.91,41.45,41.44,"LFN",-12.18,-1
"4958","14481","Les Oubeaux","14",28,220,"LFN",50.96,43.16,19.71,38.94,44.44,"LFN",-12.02,1.28
"4959","14482","Ouézy","14",28,217,"LFN",33.88,31.09,20.22,29.51,31.5,"GAUCHE",-4.37,0.41
"4960","14483","Ouffières","14",28,190,"LFN",45.27,32.43,16.22,32.43,35.16,"LUD",-12.84,2.73
"4961","14484","Ouilly-du-Houley","14",28,218,"DROITE",36,28.04,17.14,24,26.15,"LUD",-12,-1.89
"4962","14486","Ouilly-le-Tesson","14",28,551,"LFN",45.01,31.75,16.3,36.25,34.43,"LFN",-8.76,2.68
"4963","14487","Ouilly-le-Vicomte","14",28,885,"DROITE",43.82,21.82,11.77,34.28,22.41,"LUD",-9.54,0.59
"4964","14488","Ouistreham","14",28,9452,"DROITE",50.33,20.26,9.82,40.95,19.09,"LUD",-9.38,-1.17
"4965","14489","Ouville-la-Bien-Tournée","14",28,227,"GAUCHE",61.19,30.49,11.42,46.58,32.46,"LUD",-14.61,1.97
"4966","14491","Parfouru-sur-Odon","14",28,188,"GAUCHE",41.88,29.07,15.63,38.75,24.18,"GAUCHE",-3.13,-4.89
"4967","14492","Pennedepie","14",28,313,"DROITE",47.67,30.3,15.5,35.27,30.25,"LUD",-12.4,-0.0500000000000007
"4968","14493","Percy-en-Auge","14",28,236,"DROITE",52.61,31.58,14.22,38.39,35.16,"LUD",-14.22,3.58
"4969","14494","Périers-en-Auge","14",28,133,"DROITE",37.27,22.22,12.73,32.73,18.31,"LUD",-4.54000000000001,-3.91
"4970","14495","Périers-sur-le-Dan","14",28,503,"DROITE",31.68,20.74,13.86,24.26,17.51,"LUD",-7.42,-3.23
"4971","14496","Périgny","14",28,56,"GAUCHE",34.09,19.23,11.36,31.82,27.59,"GAUCHE",-2.27,8.36
"4972","14497","Perrières","14",28,321,"LFN",43.75,35.14,18.75,32.69,39.26,"LFN",-11.06,4.12
"4973","14498","Pertheville-Ners","14",28,250,"LFN",46.07,43.48,22.47,36.52,39.09,"LFN",-9.55,-4.38999999999999
"4974","14499","Petiville","14",28,519,"DROITE",40.41,26.55,15.35,32.99,21.83,"LUD",-7.41999999999999,-4.72
"4975","14500","Pierrefitte-en-Auge","14",28,156,"LFN",40.71,39.51,22.86,32.14,39.36,"LUD",-8.57,-0.149999999999999
"4976","14501","Pierrefitte-en-Cinglais","14",28,270,"LFN",43.21,37.08,20.37,33.33,38.1,"LFN",-9.88,1.02
"4977","14502","Pierrepont","14",28,93,"LFN",52.86,31.25,14.29,40,28.57,"GAUCHE",-12.86,-2.68
"4978","14503","Pierres","14",28,194,"LFN",51.98,37.35,17.51,40.11,34.65,"GAUCHE",-11.87,-2.7
"4979","14504","Le Pin","14",28,755,"DROITE",53.99,29.23,12.62,40.2,32.58,"LUD",-13.79,3.35
"4980","14505","Placy","14",28,142,"DROITE",47.83,17.86,8.7,33.91,21.13,"GAUCHE",-13.92,3.27
"4981","14506","Planquery","14",28,209,"LFN",47.51,45.65,23.2,36.46,40.74,"LFN",-11.05,-4.91
"4982","14508","Le Plessis-Grimoult","14",28,360,"DROITE",56.97,25.96,10.76,45.82,25.19,"LUD",-11.15,-0.77
"4983","14509","Plumetot","14",28,229,"DROITE",31.05,16.15,11.05,26.84,14.71,"LUD",-4.21,-1.44
"4984","14510","La Pommeraye","14",28,50,"GAUCHE",32,21.88,14,34,20,"GAUCHE",2,-1.88
"4985","14511","Pont-Bellanger","14",28,65,"GAUCHE",40.63,27.03,15.63,26.56,21.74,"LUD",-14.07,-5.29
"4986","14512","Pontécoulant","14",28,91,"LFN",39.39,45.95,25.76,39.39,46.15,"LFN",0,0.199999999999996
"4987","14513","Pont-Farcy","14",28,550,"LFN",49.59,29.67,14.71,38.96,33.33,"LUD",-10.63,3.66
"4988","14514","Pont-l'Evêque","14",28,4518,"DROITE",55.26,32.32,13.94,46.39,31.43,"LUD",-8.87,-0.890000000000001
"4989","14515","Port-en-Bessin-Huppain","14",28,2039,"DROITE",58,27.69,10.99,48.78,28.07,"LUD",-9.22,0.379999999999999
"4990","14516","Potigny","14",28,1886,"LFN",49,32.87,15.87,41.03,32.1,"GAUCHE",-7.97,-0.769999999999996
"4991","14517","Poussy-la-Campagne","14",28,96,"DROITE",41.1,33.33,19.18,26.03,21.15,"LUD",-15.07,-12.18
"4992","14518","Préaux-Saint-Sébastien","14",28,37,"DROITE",23.91,24.24,17.39,30.43,20,"LUD",6.52,-4.24
"4993","14519","Préaux-Bocage","14",28,115,"GAUCHE",35.9,17.02,10.26,19.23,16.67,"GAUCHE",-16.67,-0.349999999999998
"4994","14520","Le Pré-d'Auge","14",28,844,"DROITE",44.53,29.38,15.47,34.38,32.11,"LUD",-10.15,2.73
"4995","14521","Presles","14",28,276,"LFN",52.58,41.18,18.04,43.81,37.86,"LUD",-8.77,-3.32
"4996","14522","Prêtreville","14",28,442,"LFN",42.17,30.23,16.61,31.95,30.3,"LUD",-10.22,0.0700000000000003
"4997","14523","Proussy","14",28,401,"LFN",42.76,28.99,16.12,33.88,30.05,"LUD",-8.88,1.06
"4998","14524","Putot-en-Auge","14",28,299,"DROITE",38.98,26.62,15.68,33.9,30.52,"LUD",-5.08,3.9
"4999","14525","Putot-en-Bessin","14",28,400,"DROITE",40.18,18.23,10.57,27.49,12.34,"LUD",-12.69,-5.89
"5000","14527","Biéville-Quétiéville","14",28,322,"DROITE",49.27,30.88,15.33,40.51,34.19,"LUD",-8.76000000000001,3.31
"5001","14528","Quetteville","14",28,371,"DROITE",59.02,29.27,11.8,48.52,29.49,"LUD",-10.5,0.219999999999999
"5002","14529","Ranchy","14",28,220,"GAUCHE",45.9,25,13.11,36.07,30.7,"GAUCHE",-9.83,5.7
"5003","14530","Ranville","14",28,1574,"GAUCHE",46.59,23.99,12.53,36.15,22.02,"GAUCHE",-10.44,-1.97
"5004","14531","Rapilly","14",28,47,"DROITE",3.45,25,20.69,3.45,29.63,"LUD",0,4.63
"5005","14532","Le Reculey","14",28,266,"GAUCHE",53.24,18.56,8.33,35.65,17.56,"GAUCHE",-17.59,-1
"5006","14533","Repentigny","14",28,89,"DROITE",55.42,14.71,6.02,45.78,19.05,"LUD",-9.64,4.34
"5007","14534","Reux","14",28,384,"LFN",44.86,33.55,17.47,32.19,35.29,"LUD",-12.67,1.74
"5008","14535","Reviers","14",28,583,"DROITE",51.52,20.61,9.53,40.77,23.13,"GAUCHE",-10.75,2.52
"5009","14536","La Rivière-Saint-Sauveur","14",28,2234,"LFN",49.35,37.43,18.24,38.2,34.88,"LUD",-11.15,-2.55
"5010","14538","Rocquancourt","14",28,815,"GAUCHE",42.96,26.23,14.44,33.21,27.76,"GAUCHE",-9.75,1.53
"5011","14539","La Rocque","14",28,93,"LFN",34.62,36.96,21.79,35.9,36.17,"LFN",1.28,-0.789999999999999
"5012","14540","Rocques","14",28,301,"DROITE",41.86,18.67,10.3,33.55,18.37,"LUD",-8.31,-0.300000000000001
"5013","14541","La Roque-Baignard","14",28,108,"DROITE",49.14,15.25,7.76,33.62,21.62,"LUD",-15.52,6.37
"5014","14542","Rosel","14",28,568,"DROITE",38.93,15.41,9.22,34.43,15.02,"GAUCHE",-4.5,-0.390000000000001
"5015","14543","Rots","14",28,1432,"DROITE",46.67,18.5,9.48,34.65,17.59,"LUD",-12.02,-0.91
"5016","14544","Roucamps","14",28,218,"LFN",33.81,40,25.9,25.9,32,"LUD",-7.91,-8
"5017","14545","Roullours","14",28,910,"DROITE",52.59,24.48,10.62,33.94,26.76,"LUD",-18.65,2.28
"5018","14546","Rouvres","14",28,217,"LFN",50.28,36.25,16.38,36.72,36.7,"LFN",-13.56,0.450000000000003
"5019","14547","Rubercy","14",28,139,"DROITE",46.9,20.75,9.73,37.17,35.71,"LUD",-9.73,14.96
"5020","14548","Rucqueville","14",28,133,"LFN",42.11,25.58,14.47,32.24,28.28,"GAUCHE",-9.87,2.7
"5021","14549","Rully","14",28,214,"LFN",47.26,34.67,17.81,41.1,29.76,"LUD",-6.16,-4.91
"5022","14550","Rumesnil","14",28,95,"DROITE",41.18,28,16.47,30.59,35.59,"LUD",-10.59,7.59
"5023","14551","Russy","14",28,187,"LFN",55.94,34.43,14.69,42.66,27.5,"LUD",-13.28,-6.93
"5024","14552","Ryes","14",28,500,"LFN",37.47,35.98,21.77,26.84,36.07,"LUD",-10.63,0.0900000000000034
"5025","14553","Saint-Agnan-le-Malherbe","14",28,114,"LFN",40.86,23.64,13.98,30.11,35.48,"GAUCHE",-10.75,11.84
"5026","14554","Saint-Aignan-de-Cramesnil","14",28,525,"GAUCHE",46.51,27.17,13.44,38.17,23.39,"GAUCHE",-8.34,-3.78
"5027","14555","Saint-André-d'Hébertot","14",28,459,"LFN",50.15,37.27,18.13,36.25,37.2,"LUD",-13.9,-0.0700000000000003
"5028","14556","Saint-André-sur-Orne","14",28,1827,"GAUCHE",45.47,20.81,10.77,36.8,21.53,"GAUCHE",-8.67,0.720000000000002
"5029","14557","Saint-Arnoult","14",28,1185,"DROITE",50.99,26.49,12.46,45.07,23.15,"LUD",-5.92,-3.34
"5030","14558","Saint-Aubin-d'Arquenay","14",28,782,"DROITE",42.57,23.96,13.41,33.24,23.56,"LUD",-9.33,-0.400000000000002
"5031","14559","Saint-Aubin-des-Bois","14",28,223,"DROITE",47.78,9.28,4.43,43.84,11.54,"LUD",-3.94,2.26
"5032","14562","Saint-Aubin-sur-Mer","14",28,2190,"DROITE",43.81,23.11,12.68,34.69,20.65,"LUD",-9.12,-2.46
"5033","14563","Saint-Benoît-d'Hébertot","14",28,389,"LFN",47.63,34.59,17.35,34.38,35.32,"LUD",-13.25,0.729999999999997
"5034","14564","Saint-Charles-de-Percy","14",28,198,"DROITE",53.74,21.05,8.16,46.26,21.33,"GAUCHE",-7.48,0.279999999999998
"5035","14565","Saint-Côme-de-Fresné","14",28,245,"DROITE",31.72,23.13,14.98,31.28,22.52,"LUD",-0.439999999999998,-0.609999999999999
"5036","14566","Saint-Contest","14",28,2493,"DROITE",44.72,15.86,8.54,34.81,15.34,"LUD",-9.91,-0.52
"5037","14568","Sainte-Croix-Grand-Tonne","14",28,299,"DROITE",41.28,18.05,10.21,34.04,15.33,"GAUCHE",-7.24,-2.72
"5038","14569","Sainte-Croix-sur-Mer","14",28,244,"DROITE",47,8.25,4,39,9.32,"LUD",-8,1.07
"5039","14570","Saint-Cyr-du-Ronceray","14",28,613,"LFN",51.66,33.76,15.46,41.49,36.49,"LFN",-10.17,2.73
"5040","14571","Saint-Denis-de-Mailloc","14",28,305,"DROITE",39.92,30.5,18.07,36.55,27.78,"LUD",-3.37,-2.72
"5041","14572","Saint-Denis-de-Méré","14",28,833,"LFN",47.25,28.21,14.13,39.25,32.89,"LUD",-8,4.68
"5042","14573","Saint-Denis-Maisoncelles","14",28,98,"DROITE",31.34,39.47,22.39,25.37,41.3,"LUD",-5.97,1.83
"5043","14574","Saint-Désir","14",28,1640,"LFN",47.72,30.3,15.45,38.58,29.5,"LUD",-9.14,-0.800000000000001
"5044","14575","Saint-Etienne-la-Thillaye","14",28,463,"DROITE",51.23,24.74,11.58,41.13,25.53,"LUD",-10.1,0.790000000000003
"5045","14576","Sainte-Foy-de-Montgommery","14",28,190,"LFN",55.97,49.12,20.9,45.52,39.73,"LUD",-10.45,-9.39
"5046","14577","Saint-Gabriel-Brécy","14",28,327,"DROITE",46.09,28.33,14.78,36.96,29.08,"LUD",-9.13,0.75
"5047","14578","Saint-Gatien-des-Bois","14",28,1313,"DROITE",51.44,24.58,11.51,42.72,25.91,"LUD",-8.72,1.33
"5048","14579","Saint-Georges-d'Aunay","14",28,715,"DROITE",53.96,24.26,10.5,41.44,30.13,"LUD",-12.52,5.87
"5049","14580","Saint-Georges-en-Auge","14",28,105,"DROITE",42.11,22.22,12.63,37.89,30.51,"LUD",-4.22,8.29
"5050","14581","Saint-Germain-d'Ectot","14",28,312,"LFN",41.25,29.32,16.25,31.67,33.96,"GAUCHE",-9.58,4.64
"5051","14582","Saint-Germain-de-Livet","14",28,784,"LFN",48.61,31.69,15.68,40.94,33.85,"LUD",-7.67,2.16
"5052","14583","Saint-Germain-de-Montgommery","14",28,157,"DROITE",39.44,34.88,21.13,25.35,26.67,"LUD",-14.09,-8.21
"5053","14584","Saint-Germain-de-Tallevende-la-Lande-Vaumont","14",28,1965,"DROITE",51.13,23.46,10.77,39.36,22.56,"LUD",-11.77,-0.900000000000002
"5054","14585","Saint-Germain-du-Crioult","14",28,935,"DROITE",48.95,29.95,14.7,41.86,31.69,"LUD",-7.09,1.74
"5055","14586","Saint-Germain-du-Pert","14",28,177,"LFN",45.33,41.56,21.33,39.33,37.65,"LUD",-6,-3.91
"5056","14587","Saint-Germain-la-Blanche-Herbe","14",28,2436,"GAUCHE",51.58,18.96,8.8,43.15,18.94,"GAUCHE",-8.43,-0.0199999999999996
"5057","14588","Saint-Germain-Langot","14",28,319,"DROITE",51.42,24.49,11.32,40.57,30.08,"GAUCHE",-10.85,5.59
"5058","14589","Saint-Germain-le-Vasson","14",28,971,"LFN",49.54,34.82,16.67,38.99,34.39,"GAUCHE",-10.55,-0.43
"5059","14590","Sainte-Honorine-de-Ducy","14",28,131,"DROITE",69.16,29.03,8.41,45.79,34.55,"LUD",-23.37,5.52
"5060","14591","Sainte-Honorine-des-Pertes","14",28,568,"DROITE",47.62,22.73,11.28,41.35,25.22,"LUD",-6.27,2.49
"5061","14592","Sainte-Honorine-du-Fay","14",28,1314,"GAUCHE",49.81,22.5,10.89,36.17,18.52,"GAUCHE",-13.64,-3.98
"5062","14593","Saint-Hymer","14",28,614,"DROITE",52.78,32.16,14.24,45.83,29.33,"LUD",-6.95,-2.83
"5063","14595","Saint-Jean-de-Livet","14",28,200,"DROITE",45.79,20.2,10.53,40.53,23.15,"LUD",-5.26,2.95
"5064","14596","Saint-Jean-des-Essartiers","14",28,213,"LFN",44.1,38.1,19.88,35.4,41.67,"LFN",-8.7,3.57
"5065","14597","Saint-Jean-le-Blanc","14",28,347,"GAUCHE",55.13,18.18,7.6,44.11,21.74,"GAUCHE",-11.02,3.56
"5066","14598","Saint-Jouin","14",28,189,"LFN",33.54,31.31,19.62,24.05,36.52,"LUD",-9.49,5.21
"5067","14599","Saint-Julien-de-Mailloc","14",28,502,"LFN",53.83,29.63,12.66,35.62,36.05,"LUD",-18.21,6.42
"5068","14600","Saint-Julien-le-Faucon","14",28,727,"LFN",44.04,39.7,21.41,36.97,42.72,"LFN",-7.07,3.02
"5069","14601","Saint-Julien-sur-Calonne","14",28,182,"DROITE",36.65,12.24,7.45,36.65,17.35,"LUD",0,5.11
"5070","14602","Saint-Lambert","14",28,262,"LFN",45.21,43,22.87,40.11,47.66,"LFN",-5.1,4.66
"5071","14603","Saint-Laurent-de-Condel","14",28,477,"DROITE",38.71,18.6,10.75,27.96,22.75,"GAUCHE",-10.75,4.15
"5072","14604","Saint-Laurent-du-Mont","14",28,197,"DROITE",35.92,12.64,7.75,28.17,9,"LUD",-7.75,-3.64
"5073","14605","Saint-Laurent-sur-Mer","14",28,244,"LFN",32.29,34.92,22.92,26.74,36.27,"LUD",-5.55,1.35
"5074","14606","Saint-Léger-Dubosq","14",28,172,"DROITE",43.51,30.95,16.88,36.36,31.91,"LUD",-7.15,0.960000000000001
"5075","14607","Saint-Louet-sur-Seulles","14",28,178,"LFN",49.26,32.31,15.44,38.24,24.69,"GAUCHE",-11.02,-7.62
"5076","14608","Saint-Loup-de-Fribois","14",28,178,"DROITE",47.31,21.25,10.18,43.71,20.69,"LUD",-3.6,-0.559999999999999
"5077","14609","Saint-Loup-Hors","14",28,382,"DROITE",48.5,20.12,9.88,35.63,23.7,"LUD",-12.87,3.58
"5078","14610","Saint-Manvieu-Norrey","14",28,1787,"DROITE",47.82,22.92,11.46,37.43,22.36,"LUD",-10.39,-0.560000000000002
"5079","14611","Saint-Manvieu-Bocage","14",28,550,"LFN",52.73,34.07,14.73,39.67,31.06,"LUD",-13.06,-3.01
"5080","14613","Saint-Marcouf","14",28,96,"LFN",54.22,32.43,14.46,40.96,42.22,"LFN",-13.26,9.79
"5081","14614","Sainte-Marguerite-d'Elle","14",28,765,"LFN",57.43,42.86,17.18,47.68,41.72,"LFN",-9.75,-1.14
"5082","14615","Sainte-Marguerite-des-Loges","14",28,186,"DROITE",42.47,17.95,9.59,31.51,26.53,"LUD",-10.96,8.58
"5083","14616","Sainte-Marguerite-de-Viette","14",28,391,"LFN",56.65,38.35,16.14,50.95,42.18,"LFN",-5.7,3.83
"5084","14618","Sainte-Marie-Laumont","14",28,638,"DROITE",53.4,23.44,10.1,39.79,27.02,"LUD",-13.61,3.58
"5085","14619","Sainte-Marie-Outre-l'Eau","14",28,94,"LFN",38.67,41.86,24,29.33,32.08,"LUD",-9.34,-9.78
"5086","14620","Saint-Martin-aux-Chartrains","14",28,400,"DROITE",49.72,24.86,12.01,37.43,28.5,"LUD",-12.29,3.64
"5087","14621","Saint-Martin-de-Bienfaite-la-Cressonnière","14",28,536,"LFN",53.52,45.74,20.19,43.19,46.09,"LFN",-10.33,0.350000000000001
"5088","14622","Saint-Martin-de-Blagny","14",28,130,"LFN",58.1,46.34,18.1,44.76,38.18,"LFN",-13.34,-8.16
"5089","14623","Saint-Martin-de-Fontenay","14",28,2571,"GAUCHE",48.25,21.33,10.57,37.11,20.39,"GAUCHE",-11.14,-0.939999999999998
"5090","14625","Saint-Martin-de-la-Lieue","14",28,801,"LFN",35.2,29.1,18.09,29.93,31.31,"LUD",-5.27,2.21
"5091","14626","Saint-Martin-de-Mailloc","14",28,877,"LFN",52.49,38.3,17.45,37.67,40.23,"LFN",-14.82,1.93
"5092","14627","Saint-Martin-de-Mieux","14",28,441,"DROITE",53.24,26.32,11.76,46.47,27.37,"LUD",-6.77,1.05
"5093","14628","Saint-Martin-de-Sallen","14",28,611,"GAUCHE",50.98,23.7,10.89,42.48,25,"GAUCHE",-8.5,1.3
"5094","14629","Saint-Martin-des-Besaces","14",28,1162,"LFN",53.17,40.48,17.96,45.31,38.44,"LUD",-7.86,-2.04
"5095","14630","Saint-Martin-des-Entrées","14",28,647,"DROITE",42.37,24.05,13.18,27.68,24.44,"LUD",-14.69,0.390000000000001
"5096","14632","Saint-Martin-Don","14",28,255,"DROITE",52.48,33.7,15.35,40.1,33.33,"LUD",-12.38,-0.370000000000005
"5097","14633","Saint-Martin-du-Mesnil-Oury","14",28,105,"DROITE",38.89,29.63,17.78,36.67,39.29,"GAUCHE",-2.22,9.66
"5098","14634","Saint-Michel-de-Livet","14",28,190,"DROITE",31.65,29.35,19.42,30.22,33.33,"LUD",-1.43,3.98
"5099","14635","Saint-Omer","14",28,174,"LFN",31.78,31.76,20.93,21.71,31.58,"GAUCHE",-10.07,-0.180000000000003
"5100","14636","Saint-Ouen-des-Besaces","14",28,391,"LFN",55.81,34.23,14.23,46.82,37.96,"LUD",-8.99,3.73
"5101","14637","Saint-Ouen-du-Mesnil-Oger","14",28,210,"LFN",42.11,34.52,19.08,30.26,32.67,"LUD",-11.85,-1.85
"5102","14638","Saint-Ouen-le-Houx","14",28,83,"DROITE",30,23.64,16.25,23.75,21.67,"LUD",-6.25,-1.97
"5103","14639","Saint-Ouen-le-Pin","14",28,273,"DROITE",50,20,9.46,36.04,32.37,"LUD",-13.96,12.37
"5104","14640","Saint-Pair","14",28,226,"DROITE",40.82,31.25,17.86,34.18,29.84,"LUD",-6.64,-1.41
"5105","14643","Saint-Paul-du-Vernay","14",28,759,"LFN",58.32,32.58,12.61,46.58,35.15,"LFN",-11.74,2.57
"5106","14644","Saint-Philbert-des-Champs","14",28,657,"DROITE",46.74,31.6,16.28,40.04,32.67,"LUD",-6.7,1.07
"5107","14645","Saint-Pierre-Azif","14",28,183,"DROITE",34.97,35.56,22.38,27.97,37.62,"LUD",-7,2.06
"5108","14646","Saint-Pierre-Canivet","14",28,399,"DROITE",47,27.39,13.56,35.02,30.81,"GAUCHE",-11.98,3.42
"5109","14647","Saint-Pierre-de-Mailloc","14",28,507,"LFN",55.5,38.18,16.11,47.57,37.17,"LUD",-7.93,-1.01
"5110","14648","Saint-Pierre-des-Ifs","14",28,475,"LFN",42.93,41.21,21.87,32.53,39.83,"LUD",-10.4,-1.38
"5111","14649","Saint-Pierre-du-Bû","14",28,489,"LFN",43.08,30.56,16.92,32.92,26.79,"LUD",-10.16,-3.77
"5112","14650","Saint-Pierre-du-Fresne","14",28,198,"LFN",41.41,36.99,21.09,29.69,37.08,"LFN",-11.72,0.0899999999999963
"5113","14651","Saint-Pierre-du-Jonquet","14",28,206,"LFN",49.11,36.14,17.75,39.05,37.62,"LFN",-10.06,1.48
"5114","14652","Saint-Pierre-du-Mont","14",28,73,"LFN",45.45,27.78,15.15,31.82,35.56,"LUD",-13.63,7.78
"5115","14653","Saint-Pierre-la-Vieille","14",28,352,"LFN",51.72,35.88,16.21,37.59,37.29,"LUD",-14.13,1.41
"5116","14654","Saint-Pierre-sur-Dives","14",28,3635,"DROITE",58.83,31.18,12.09,51.67,30.66,"LUD",-7.16,-0.52
"5117","14655","Saint-Pierre-Tarentaine","14",28,363,"LFN",48.47,34.38,16.79,39.69,32.89,"GAUCHE",-8.78,-1.49
"5118","14656","Saint-Rémy","14",28,1063,"LFN",53.36,31.53,14.07,42.33,33.72,"GAUCHE",-11.03,2.19
"5119","14657","Saint-Samson","14",28,328,"DROITE",47.19,22.79,11.61,34.08,22.16,"LUD",-13.11,-0.629999999999999
"5120","14658","Saint-Sever-Calvados","14",28,1295,"DROITE",51.82,29.33,13.03,42.09,27.38,"LUD",-9.73,-1.95
"5121","14659","Saint-Sylvain","14",28,1374,"DROITE",48.5,26.08,12.96,40.26,25.18,"LUD",-8.24,-0.899999999999999
"5122","14660","Saint-Vaast-en-Auge","14",28,100,"LFN",40.23,47.06,27.59,36.78,52.73,"LFN",-3.45,5.66999999999999
"5123","14661","Saint-Vaast-sur-Seulles","14",28,137,"DROITE",28.57,22.37,15.18,22.32,21.43,"LUD",-6.25,-0.940000000000001
"5124","14662","Saint-Vigor-des-Mézerets","14",28,242,"LFN",56.9,44.44,18.39,41.95,33.33,"GAUCHE",-14.95,-11.11
"5125","14663","Saint-Vigor-le-Grand","14",28,2087,"DROITE",50.54,23.84,11.11,41.59,24.42,"LUD",-8.95,0.580000000000002
"5126","14664","Sallen","14",28,295,"LFN",49.74,34.04,16.41,38.97,31.36,"LUD",-10.77,-2.68
"5127","14665","Sallenelles","14",28,309,"DROITE",40.18,19.67,10.96,31.05,21.53,"GAUCHE",-9.13,1.86
"5128","14666","Sannerville","14",28,1756,"GAUCHE",50.22,25.94,12.34,38.45,24.49,"GAUCHE",-11.77,-1.45
"5129","14667","Saon","14",28,232,"DROITE",37.08,26.61,16.29,36.52,43.27,"LFN",-0.559999999999995,16.66
"5130","14668","Saonnet","14",28,274,"LFN",46.27,41.41,20.4,37.81,38.26,"LUD",-8.46,-3.15
"5131","14669","Sassy","14",28,200,"DROITE",50.93,23.38,11.18,30.43,23.58,"LUD",-20.5,0.199999999999999
"5132","14670","Secqueville-en-Bessin","14",28,377,"DROITE",41.78,18.6,10.53,38.42,17.5,"LUD",-3.36,-1.1
"5133","14671","Sept-Frères","14",28,373,"DROITE",53.31,13.49,5.92,44.25,19.74,"LUD",-9.06,6.25
"5134","14672","Sept-Vents","14",28,408,"LFN",53.61,38.26,17.17,43.07,31.38,"LUD",-10.54,-6.88
"5135","14674","Soignolles","14",28,122,"LFN",27.16,33.9,24.69,16.05,34.33,"GAUCHE",-11.11,0.43
"5136","14675","Soliers","14",28,2155,"GAUCHE",48.54,23.37,11.6,36.88,22.94,"GAUCHE",-11.66,-0.43
"5137","14676","Sommervieu","14",28,1025,"DROITE",46.04,26.43,13.52,38.61,23.38,"LUD",-7.43,-3.05
"5138","14677","Soulangy","14",28,256,"DROITE",39.82,31.75,17.7,29.2,29.87,"LUD",-10.62,-1.88
"5139","14678","Soumont-Saint-Quentin","14",28,530,"LFN",52.23,26.47,11.81,40.42,23.04,"GAUCHE",-11.81,-3.43
"5140","14679","Subles","14",28,663,"DROITE",47.22,27.27,13.69,37.5,26.97,"LUD",-9.72,-0.300000000000001
"5141","14680","Sully","14",28,131,"DROITE",51.88,28.57,13.53,38.35,30.77,"LUD",-13.53,2.2
"5142","14681","Surrain","14",28,168,"LFN",33.04,45.45,30.43,30.43,43.59,"LFN",-2.61,-1.86
"5143","14682","Surville","14",28,445,"DROITE",49.75,23.56,11.25,40.5,23.48,"LUD",-9.25,-0.0799999999999983
"5144","14684","Tessel","14",28,232,"LFN",48.3,32.95,16.48,38.64,41.9,"LFN",-9.66,8.95
"5145","14685","Thaon","14",28,1453,"GAUCHE",40.97,19.11,10.85,32.64,20.73,"GAUCHE",-8.33,1.62
"5146","14686","Le Theil-Bocage","14",28,225,"DROITE",53.3,24.05,10.44,37.91,29.36,"LUD",-15.39,5.31
