"","INSEE","ABST2","PCFNT2","winnerT2"
"672","02258",47.2,47.1,"LUD"
"673","02259",30.12,47.17,"LUD"
"674","02260",37.36,48.65,"LUD"
"675","02261",33.57,66.67,"LFN"
"676","02262",35.79,46.36,"LUD"
"677","02263",37.89,46.43,"LUD"
"678","02264",38.77,50,"LUD"
"679","02265",36.14,63.27,"LFN"
"680","02266",26,29.73,"LUD"
"681","02267",39.05,46.73,"LUD"
"682","02268",36.61,43.46,"LUD"
"683","02269",34.75,29.33,"LUD"
"684","02270",25,56.94,"LFN"
"685","02271",27.27,35.29,"LUD"
"686","02272",25,47.17,"LUD"
"687","02273",21.25,50,"LUD"
"688","02274",36.36,47.42,"LUD"
"689","02275",46.99,60.71,"LFN"
"690","02276",21.21,43.84,"LUD"
"691","02277",37.4,50,"LUD"
"692","02278",30.19,27.03,"LUD"
"693","02279",37.73,48.05,"LUD"
"694","02280",34.77,52.49,"LFN"
"695","02281",36.57,51.43,"LFN"
"696","02282",31.79,53.85,"LFN"
"697","02283",41.47,49.57,"LUD"
"698","02284",38.27,63.27,"LFN"
"699","02286",38.62,58.38,"LFN"
"700","02287",28.37,39.38,"LUD"
"701","02288",32.81,43.83,"LUD"
"702","02289",46.32,53.41,"LFN"
"703","02290",41.23,46.62,"LUD"
"704","02291",29.78,39.05,"LUD"
"705","02292",36.56,48.79,"LUD"
"706","02293",32.34,49.16,"LUD"
"707","02294",31.25,51.43,"LFN"
"708","02295",39.63,50.7,"LFN"
"709","02296",29.54,46.83,"LUD"
"710","02297",33.72,47.17,"LUD"
"711","02298",38.71,55.56,"LFN"
"712","02299",43.15,52.71,"LFN"
"713","02301",32.32,43.85,"LUD"
"714","02302",36.74,42.31,"LUD"
"715","02303",26.06,29.87,"LUD"
"716","02304",57.83,47.25,"LUD"
"717","02305",43.35,48.51,"LUD"
"718","02306",37.64,49,"LUD"
"719","02307",42.88,50.12,"LFN"
"720","02308",34.46,57.97,"LFN"
"721","02309",35.94,59.09,"LFN"
"722","02310",29.76,50,"LUD"
"723","02311",27.66,51.61,"LFN"
"724","02312",39.9,54.98,"LFN"
"725","02313",31.61,51.66,"LFN"
"726","02315",31.74,42.74,"LUD"
"727","02316",29.5,52.13,"LFN"
"728","02317",26.37,49.62,"LUD"
"729","02318",43.8,49,"LUD"
"730","02319",31.07,45.1,"LUD"
"731","02320",35.65,50,"LUD"
"732","02321",35.95,37.53,"LUD"
"733","02322",23.73,48.74,"LUD"
"734","02323",21.35,59.7,"LFN"
"735","02324",29.17,44.44,"LUD"
"736","02325",39.33,60.24,"LFN"
"737","02326",34.18,54.1,"LFN"
"738","02327",30.65,48.24,"LUD"
"739","02328",36.51,48.78,"LUD"
"740","02329",29.39,44.2,"LUD"
"741","02330",18.96,35.37,"LUD"
"742","02331",33.01,42.62,"LUD"
"743","02332",33.14,48.62,"LUD"
"744","02333",36.36,38.1,"LUD"
"745","02334",37.37,46.74,"LUD"
"746","02335",35.88,60.61,"LFN"
"747","02336",34.95,57.37,"LFN"
"748","02337",30.46,49.5,"LUD"
"749","02338",40.91,39.22,"LUD"
"750","02339",48.28,52.59,"LFN"
"751","02340",36.22,44.9,"LUD"
"752","02341",32.86,62.88,"LFN"
"753","02342",30.19,46.48,"LUD"
"754","02343",17.24,46.51,"LUD"
"755","02344",38.46,34.78,"LUD"
"756","02345",20,50,"LUD"
"757","02346",38.78,56.69,"LFN"
"758","02347",28.42,53.54,"LFN"
"759","02348",36.84,42.11,"LUD"
"760","02349",7.14,38.24,"LUD"
"761","02350",24.14,45.12,"LUD"
"762","02351",35.42,46.43,"LUD"
"763","02352",36.34,46.72,"LUD"
"764","02353",20,47.06,"LUD"
"765","02354",41.43,61.54,"LFN"
"766","02355",29.59,42.6,"LUD"
"767","02356",48.48,50.79,"LFN"
"768","02357",29.82,28.95,"LUD"
"769","02358",39.47,54.02,"LFN"
"770","02359",30.97,46.6,"LUD"
"771","02360",37.64,43.8,"LUD"
"772","02361",40.25,47.19,"LUD"
"773","02362",31.82,42.4,"LUD"
"774","02363",37.71,56,"LFN"
"775","02364",34.66,43.69,"LUD"
"776","02366",36.45,53.64,"LFN"
"777","02367",33.05,59.46,"LFN"
"778","02368",27.59,54.35,"LFN"
"779","02369",26.6,50.37,"LFN"
"780","02370",30.08,52.23,"LFN"
"781","02371",28.33,35.84,"LUD"
"782","02372",33.33,54.23,"LFN"
"783","02373",38.94,38.94,"LUD"
"784","02374",29.58,52.35,"LFN"
"785","02375",35.24,53.97,"LFN"
"786","02376",37.7,48.61,"LUD"
"787","02377",26.55,40.24,"LUD"
"788","02378",34.65,51.28,"LFN"
"789","02379",33.52,38.89,"LUD"
"790","02380",23.53,42.31,"LUD"
"791","02381",48.6,45.82,"LUD"
"792","02382",23.79,44.09,"LUD"
"793","02383",27.67,36.58,"LUD"
"794","02384",33.33,61.54,"LFN"
"795","02385",32.85,68.35,"LFN"
"796","02386",37.5,50,"LUD"
"797","02387",24.72,34.42,"LUD"
"798","02388",33.12,62.24,"LFN"
"799","02389",38.9,43.77,"LUD"
"800","02390",25,48,"LUD"
"801","02391",38.67,43.18,"LUD"
"802","02392",26.01,53.85,"LFN"
"803","02393",32.73,40,"LUD"
"804","02395",24.59,41.76,"LUD"
"805","02396",21.62,40.74,"LUD"
"806","02397",38.77,50.38,"LFN"
"807","02398",40.81,57.85,"LFN"
"808","02399",40.24,50.27,"LFN"
"809","02400",34.55,52.94,"LFN"
"810","02401",31.33,55.21,"LFN"
"811","02402",15.56,66.67,"LFN"
"812","02403",35.87,64.71,"LFN"
"813","02404",37.41,53.41,"LFN"
"814","02405",38.05,40.63,"LUD"
"815","02406",34.34,38.6,"LUD"
"816","02407",30.77,35.48,"LUD"
"817","02408",47.51,37.36,"LUD"
"818","02409",34.91,53.39,"LFN"
"819","02410",38.67,41.41,"LUD"
"820","02411",34.67,56.25,"LFN"
"821","02412",21.62,64.15,"LFN"
"822","02413",20.34,51.72,"LFN"
"823","02414",25.45,42.74,"LUD"
"824","02415",45.19,63.64,"LFN"
"825","02416",36.1,43.75,"LUD"
"826","02417",24.36,48.28,"LUD"
"827","02418",42.33,52.94,"LFN"
"828","02419",29.86,48.15,"LUD"
"829","02420",24.03,49.68,"LUD"
"830","02421",24.59,50,"LUD"
"831","02422",41.07,46.5,"LUD"
"832","02423",36.54,60.66,"LFN"
"833","02424",24.44,42.86,"LUD"
"834","02425",29.32,55.68,"LFN"
"835","02426",29.02,44.37,"LUD"
"836","02427",43.48,50,"LUD"
"837","02428",42.86,40,"LUD"
"838","02429",24.69,48.08,"LUD"
"839","02430",34.81,55.65,"LFN"
"840","02431",35.24,48.19,"LUD"
"841","02432",29.25,55,"LFN"
"842","02433",34.47,48.44,"LUD"
"843","02434",31.94,47.79,"LUD"
"844","02435",31.43,59.57,"LFN"
"845","02438",32.64,33.33,"LUD"
"846","02439",44.44,50.34,"LFN"
"847","02440",33.03,50.75,"LFN"
"848","02441",34.91,43.27,"LUD"
"849","02442",34.21,47.73,"LUD"
"850","02443",35.46,46.43,"LUD"
"851","02444",43.48,76.47,"LFN"
"852","02445",37,44.53,"LUD"
"853","02446",22.47,36.51,"LUD"
"854","02447",35.05,49.15,"LUD"
"855","02448",26.85,63.51,"LFN"
"856","02449",31.48,33.33,"LUD"
"857","02450",30.32,55.8,"LFN"
"858","02451",27.59,53.33,"LFN"
"859","02452",20.22,44.68,"LUD"
"860","02453",34.92,58.97,"LFN"
"861","02454",43.7,46.58,"LUD"
"862","02455",29.11,52.88,"LFN"
"863","02456",33.1,48,"LUD"
"864","02457",36.77,47.78,"LUD"
"865","02458",32.48,47.65,"LUD"
"866","02459",25.52,32.38,"LUD"
"867","02460",36.63,55.45,"LFN"
"868","02461",42.96,57.14,"LFN"
"869","02462",36.02,60.75,"LFN"
"870","02463",22.22,47.62,"LUD"
"871","02464",30.17,50,"LUD"
"872","02465",39.55,56.32,"LFN"
"873","02466",34.26,53.85,"LFN"
"874","02467",28.89,50,"LUD"
"875","02468",37.23,49.53,"LUD"
"876","02469",29.01,48.95,"LUD"
"877","02470",30.67,47.62,"LUD"
"878","02471",28.13,42.42,"LUD"
"879","02472",42.44,48.24,"LUD"
"880","02473",28.79,59.3,"LFN"
"881","02474",36.33,50,"LUD"
"882","02475",40.89,47.37,"LUD"
"883","02476",37.97,60.16,"LFN"
"884","02477",31.78,36.47,"LUD"
"885","02478",30.43,36.45,"LUD"
"886","02479",18.37,40,"LUD"
"887","02480",40,54.55,"LFN"
"888","02481",23.32,36.23,"LUD"
"889","02482",24.32,65.22,"LFN"
"890","02483",26.79,38.75,"LUD"
"891","02484",40.63,59.24,"LFN"
"892","02485",25.64,47.37,"LUD"
"893","02486",20.31,48.89,"LUD"
"894","02487",35.85,54.02,"LFN"
"895","02488",29.41,64.56,"LFN"
"896","02489",25.1,43.29,"LUD"
"897","02490",26.32,35.06,"LUD"
"898","02491",31.16,51.4,"LFN"
"899","02492",32.46,55.71,"LFN"
"900","02493",29.56,53.33,"LFN"
"901","02494",35.04,50.67,"LFN"
"902","02495",42.52,52.36,"LFN"
"903","02496",41.25,56.52,"LFN"
"904","02497",32.4,41.31,"LUD"
"905","02498",36.83,44.6,"LUD"
"906","02499",25,23.81,"LUD"
"907","02500",32.57,44.89,"LUD"
"908","02501",14.52,46.67,"LUD"
"909","02502",45.18,49.17,"LUD"
"910","02503",41.13,57.11,"LFN"
"911","02504",41.2,51.37,"LFN"
"912","02505",35.1,59.55,"LFN"
"913","02506",25,27.68,"LUD"
"914","02507",42.11,28.57,"LUD"
"915","02508",21.65,42.25,"LUD"
"916","02509",35.2,49.37,"LUD"
"917","02510",29.09,44.29,"LUD"
"918","02511",28.76,48.61,"LUD"
"919","02512",38.83,46.23,"LUD"
"920","02513",25.83,55.7,"LFN"
"921","02514",36.26,53.92,"LFN"
"922","02515",37.04,47.06,"LUD"
"923","02516",19.57,39.39,"LUD"
"924","02517",36.97,54.07,"LFN"
"925","02518",39.73,52.46,"LFN"
"926","02519",32.62,42.05,"LUD"
"927","02520",35.06,62.99,"LFN"
"928","02521",44.07,53.65,"LFN"
"929","02522",12.5,62.5,"LFN"
"930","02523",27.87,41.46,"LUD"
"931","02524",35.08,45.82,"LUD"
"932","02525",27.64,43.81,"LUD"
"933","02526",32.94,40.74,"LUD"
"934","02527",33.44,56.63,"LFN"
"935","02528",29.78,47.11,"LUD"
"936","02529",33.97,45.26,"LUD"
"937","02530",39.39,54.05,"LFN"
"938","02531",40.22,44.44,"LUD"
"939","02532",27.98,42.24,"LUD"
"940","02533",31.63,50.77,"LFN"
"941","02534",25.71,8,"LUD"
"942","02535",25.74,35.29,"LUD"
"943","02536",20.29,36.36,"LUD"
"944","02537",33.05,42.86,"LUD"
"945","02538",40.35,57.58,"LFN"
"946","02539",45.39,45.15,"LUD"
"947","02540",33.83,45,"LUD"
"948","02541",38.81,48.82,"LUD"
"949","02542",36.84,26.09,"LUD"
"950","02543",43.68,53.56,"LFN"
"951","02544",34.79,46.24,"LUD"
"952","02545",23.28,44.44,"LUD"
"953","02546",31.76,44.09,"LUD"
"954","02547",36,58.06,"LFN"
"955","02548",39.38,43.23,"LUD"
"956","02549",28.87,41.79,"LUD"
"957","02550",28.4,55.77,"LFN"
"958","02551",47.42,55.1,"LFN"
"959","02552",27.14,53.13,"LFN"
"960","02553",35.71,42.72,"LUD"
"961","02554",32.63,45.63,"LUD"
"962","02555",43.54,51.09,"LFN"
"963","02556",26.76,46.94,"LUD"
"964","02557",44.55,46.3,"LUD"
"965","02558",39.49,52.98,"LFN"
"966","02559",40.65,52.71,"LFN"
"967","02560",31.41,47.97,"LUD"
"968","02561",30.16,31.71,"LUD"
"969","02562",33.33,58.54,"LFN"
"970","02563",27.45,44.95,"LUD"
"971","02564",32.89,53.48,"LFN"
"972","02565",43.48,45.65,"LUD"
"973","02566",35.96,50.18,"LFN"
"974","02567",31.9,50,"LUD"
"975","02568",28.26,34.44,"LUD"
"976","02569",35.2,53.33,"LFN"
"977","02570",23.58,40.22,"LUD"
"978","02571",22.44,40.87,"LUD"
"979","02572",40.43,49.73,"LUD"
"980","02573",14.81,38.46,"LUD"
"981","02574",35.5,48.07,"LUD"
"982","02575",43.28,52.31,"LFN"
"983","02576",33.6,61.11,"LFN"
"984","02577",32.1,48.08,"LUD"
"985","02578",22.41,57.14,"LFN"
"986","02579",33.63,47.83,"LUD"
"987","02580",36.95,53.14,"LFN"
"988","02581",44.3,57.14,"LFN"
"989","02582",19.7,24,"LUD"
"990","02583",25.53,51.85,"LFN"
"991","02584",19.59,68.92,"LFN"
"992","02585",39.9,46.15,"LUD"
"993","02586",26.32,38.3,"LUD"
"994","02587",28.47,36.84,"LUD"
"995","02588",28.33,39.47,"LUD"
"996","02589",35.23,51.85,"LFN"
"997","02590",25.36,30.53,"LUD"
"998","02591",38.38,68.42,"LFN"
"999","02592",34.97,38.24,"LUD"
"1000","02593",35.21,46.49,"LUD"
"1001","02594",38.14,61.43,"LFN"
"1002","02595",31.82,55.41,"LFN"
"1003","02596",40.55,48.57,"LUD"
"1004","02597",29.09,29.41,"LUD"
"1005","02598",36.01,47.35,"LUD"
"1006","02599",34.83,57.98,"LFN"
"1007","02600",38.04,47.17,"LUD"
"1008","02601",39.44,53.95,"LFN"
"1009","02602",37.39,51.19,"LFN"
"1010","02604",25.42,46.51,"LUD"
"1011","02605",35.14,61.36,"LFN"
"1012","02606",40,55.26,"LFN"
"1013","02607",22.41,42.86,"LUD"
"1014","02608",37,51.01,"LFN"
"1015","02609",30.77,27.78,"LUD"
"1016","02610",29.2,40.85,"LUD"
"1017","02612",39,70.91,"LFN"
"1018","02613",34.33,56.22,"LFN"
"1019","02614",30.14,49.64,"LUD"
"1020","02615",19.59,31.67,"LUD"
"1021","02616",37.33,47.5,"LUD"
"1022","02617",35.1,55.45,"LFN"
"1023","02618",35.41,49.3,"LUD"
"1024","02619",40.82,38.96,"LUD"
"1025","02620",41.24,64.07,"LFN"
"1026","02621",25.23,43.54,"LUD"
"1027","02622",42.11,55,"LFN"
"1028","02623",42.05,32.65,"LUD"
"1029","02624",34.47,49.22,"LUD"
"1030","02625",42.4,64.29,"LFN"
"1031","02626",36.22,39.68,"LUD"
"1032","02627",30.61,36.92,"LUD"
"1033","02628",34.04,38.68,"LUD"
"1034","02629",34.08,55.24,"LFN"
"1035","02631",35.77,53.13,"LFN"
"1036","02632",20.69,27.27,"LUD"
"1037","02633",14.29,32.14,"LUD"
"1038","02634",27.27,40.54,"LUD"
"1039","02635",22.12,52.05,"LFN"
"1040","02636",23.13,56.56,"LFN"
"1041","02637",28.52,35.56,"LUD"
"1042","02638",31.72,54.92,"LFN"
"1043","02639",33.93,54.17,"LFN"
"1044","02640",36.07,25.35,"LUD"
"1045","02641",36.56,45.28,"LUD"
"1046","02642",34.9,70.21,"LFN"
"1047","02643",36.11,56.51,"LFN"
"1048","02644",33.68,53.71,"LFN"
"1049","02645",44.74,43.42,"LUD"
"1050","02646",40,50,"LUD"
"1051","02647",39.62,42.86,"LUD"
"1052","02648",32.49,49.11,"LUD"
"1053","02649",36.84,66.43,"LFN"
"1054","02650",34.14,46.07,"LUD"
"1055","02651",42.35,36.36,"LUD"
"1056","02652",44.83,47.83,"LUD"
"1057","02653",34.78,51.79,"LFN"
"1058","02654",29.23,37.5,"LUD"
"1059","02655",19.57,53.42,"LFN"
"1060","02656",24.55,40,"LUD"
"1061","02657",43.04,48.24,"LUD"
"1062","02658",33.16,44.17,"LUD"
"1063","02659",12.99,31.41,"LUD"
"1064","02660",31.82,46.15,"LUD"
"1065","02661",27.22,35.92,"LUD"
"1066","02662",43.58,52.63,"LFN"
"1067","02663",36.14,44.44,"LUD"
"1068","02664",27.72,52.78,"LFN"
"1069","02665",36.16,50.37,"LFN"
"1070","02666",36.82,52.82,"LFN"
"1071","02667",44.44,48.94,"LUD"
"1072","02668",26.89,46.55,"LUD"
"1073","02669",29.21,42.86,"LUD"
"1074","02670",37.72,42.86,"LUD"
"1075","02671",42.31,50,"LUD"
"1076","02672",25.27,52.27,"LFN"
"1077","02673",31.21,53.85,"LFN"
"1078","02674",28.26,54.84,"LFN"
"1079","02675",24.24,57.97,"LFN"
"1080","02676",44.4,51.91,"LFN"
"1081","02677",36.88,51.11,"LFN"
"1082","02678",52.63,56.52,"LFN"
"1083","02679",30.48,53.03,"LFN"
"1084","02680",40.24,42.01,"LUD"
"1085","02681",41.26,44.74,"LUD"
"1086","02682",40.4,47.92,"LUD"
"1087","02683",42.86,51.28,"LFN"
"1088","02684",46.6,55.06,"LFN"
"1089","02685",23.85,49.33,"LUD"
"1090","02686",37.22,56.15,"LFN"
"1091","02687",27.72,35.87,"LUD"
"1092","02688",27.66,38.24,"LUD"
"1093","02689",41.07,34.38,"LUD"
"1094","02690",30.3,30,"LUD"
"1095","02691",39.92,34.8,"LUD"
"1096","02693",35.8,34.69,"LUD"
"1097","02694",36.5,50.19,"LFN"
"1098","02695",33.33,34.62,"LUD"
"1099","02696",38.03,35,"LUD"
"1100","02697",26.53,55.33,"LFN"
"1101","02698",35.11,57.89,"LFN"
"1102","02699",36.21,58.14,"LFN"
"1103","02701",40.9,48.63,"LUD"
"1104","02702",27.01,45.72,"LUD"
"1105","02703",34.07,58.18,"LFN"
"1106","02704",36.41,60.5,"LFN"
"1107","02705",31.76,57.02,"LFN"
"1108","02706",31.26,47.06,"LUD"
"1109","02707",35.11,52.44,"LFN"
"1110","02708",20.54,49.65,"LUD"
"1111","02709",39.66,52.67,"LFN"
"1112","02710",34.84,53.73,"LFN"
"1113","02711",32.85,48.87,"LUD"
"1114","02712",37.17,55.88,"LFN"
"1115","02713",32.74,60.14,"LFN"
"1116","02714",33.03,54.55,"LFN"
"1117","02715",20.93,40.63,"LUD"
"1118","02716",26.03,40.91,"LUD"
"1119","02717",32.56,48.52,"LUD"
"1120","02718",33.59,34.15,"LUD"
"1121","02719",40.06,48.98,"LUD"
"1122","02720",35.69,48.01,"LUD"
"1123","02721",27.68,50.21,"LFN"
"1124","02722",46.71,37.84,"LUD"
"1125","02723",41.67,39.58,"LUD"
"1126","02724",20,33.33,"LUD"
"1127","02725",28.57,47.19,"LUD"
"1128","02726",27.14,52.63,"LFN"
"1129","02727",38.86,57.14,"LFN"
"1130","02728",33.18,56.93,"LFN"
"1131","02729",30.56,47.92,"LUD"
"1132","02730",39.27,60.91,"LFN"
"1133","02731",30.71,40.23,"LUD"
"1134","02732",21.54,54,"LFN"
"1135","02733",33.78,49.63,"LUD"
"1136","02734",33.64,48.55,"LUD"
"1137","02735",0,31.25,"LUD"
"1138","02736",34.07,56.41,"LFN"
"1139","02737",37.53,49.41,"LUD"
"1140","02738",47.62,47.5,"LUD"
"1141","02739",30.09,53.85,"LFN"
"1142","02740",33.02,46.32,"LUD"
"1143","02741",36.71,47.14,"LUD"
"1144","02742",34.52,44,"LUD"
"1145","02743",29.57,36.36,"LUD"
"1146","02744",30.16,52.38,"LFN"
"1147","02745",23,32.43,"LUD"
"1148","02746",37.55,52.31,"LFN"
"1149","02747",22.58,55.32,"LFN"
"1150","02748",38.02,49.88,"LUD"
"1151","02749",38.16,51.14,"LFN"
"1152","02750",40,55.06,"LFN"
"1153","02751",29.41,54.41,"LFN"
"1154","02752",29.36,48.57,"LUD"
"1155","02753",42.28,65.12,"LFN"
"1156","02754",19.46,50.89,"LFN"
"1157","02755",30.66,47.18,"LUD"
"1158","02756",26.85,39.09,"LUD"
"1159","02757",33.25,56.15,"LFN"
"1160","02758",36.12,48.91,"LUD"
"1161","02759",33.49,47.29,"LUD"
"1162","02760",31.62,65.28,"LFN"
"1163","02761",32.79,48.57,"LUD"
"1164","02762",31.73,43.28,"LUD"
"1165","02763",30.82,61.05,"LFN"
"1166","02764",31.43,32.56,"LUD"
"1167","02765",26.11,37.04,"LUD"
"1168","02766",47.25,55.56,"LFN"
"1169","02767",38.41,51.2,"LFN"
"1170","02768",33.9,53.11,"LFN"
"1171","02769",41.09,63.85,"LFN"
"1172","02770",31.25,46.5,"LUD"
"1173","02771",42.86,62.16,"LFN"
"1174","02772",19,51.28,"LFN"
"1175","02773",25.64,50,"LUD"
"1176","02774",21.05,52.05,"LFN"
"1177","02775",29.39,47.31,"LUD"
"1178","02776",37.1,54.62,"LFN"
"1179","02777",37.32,57.32,"LFN"
"1180","02778",33.67,38.6,"LUD"
"1181","02779",38.55,67.03,"LFN"
"1182","02780",41.61,60.33,"LFN"
"1183","02781",34.44,48.54,"LUD"
"1184","02782",27.16,52.25,"LFN"
"1185","02783",40,46.88,"LUD"
"1186","02784",25,65.38,"LFN"
"1187","02785",24.84,39.93,"LUD"
"1188","02786",30.84,52.78,"LFN"
"1189","02787",29.73,50.44,"LFN"
"1190","02788",31.58,53.92,"LFN"
"1191","02789",42.75,41.58,"LUD"
"1192","02790",26.55,53.57,"LFN"
"1193","02791",27.81,33.61,"LUD"
"1194","02792",35.96,47.06,"LUD"
"1195","02793",25.53,39.71,"LUD"
"1196","02794",37.01,38.54,"LUD"
"1197","02795",38.4,47.52,"LUD"
"1198","02796",26.09,42.86,"LUD"
"1199","02797",34.19,59.72,"LFN"
"1200","02798",45.22,46.9,"LUD"
"1201","02799",37.33,56.25,"LFN"
"1202","02800",30.41,61.83,"LFN"
"1203","02801",31.78,36.3,"LUD"
"1204","02802",42.96,45.83,"LUD"
"1205","02803",27.72,53.73,"LFN"
"1206","02804",29.25,49.51,"LUD"
"1207","02805",41.96,54.64,"LFN"
"1208","02806",37.13,61.82,"LFN"
"1209","02807",29.94,42.65,"LUD"
"1210","02808",34.38,64.71,"LFN"
"1211","02809",25.71,40,"LUD"
"1212","02810",42.64,49.37,"LUD"
"1213","02811",29.81,55.07,"LFN"
"1214","02812",34.01,33.72,"LUD"
"1215","02813",30.12,40.54,"LUD"
"1216","02814",32.19,45.45,"LUD"
"1217","02815",30.87,40.57,"LUD"
"1218","02816",35,52.2,"LFN"
"1219","02817",45.9,39.39,"LUD"
"1220","02818",31.7,46.3,"LUD"
"1221","02819",29.9,53.97,"LFN"
"1222","02820",37.52,45.83,"LUD"
"1223","02821",32.65,38.01,"LUD"
"1224","02822",40.96,57.06,"LFN"
"1225","02823",30,30.3,"LUD"
"1226","02824",26.85,35.84,"LUD"
"1227","02826",41.07,46.78,"LUD"
"1228","02827",26.94,40,"LUD"
"1229","02828",17.65,48.08,"LUD"
"1230","02829",17.24,47.83,"LUD"
"1231","02830",38.12,57.68,"LFN"
"1232","02831",33.7,51.92,"LFN"
"1233","02832",40.36,47.37,"LUD"
"1234","02833",33.43,45.7,"LUD"
"1235","02834",36,42.86,"LUD"
"1236","03001",38.56,30.81,"LUD"
"1237","03002",34.4,22.58,"GAUCHE"
"1238","03003",37.58,22.13,"LUD"
"1239","03004",49.3,27,"LUD"
"1240","03005",42.49,30.47,"LUD"
"1241","03006",43.06,29.04,"GAUCHE"
"1242","03007",37.17,20.63,"LUD"
"1243","03008",34.63,22.16,"LUD"
"1244","03009",32.94,33.33,"LUD"
"1245","03010",30.62,26.09,"GAUCHE"
"1246","03011",41.88,21.79,"LUD"
"1247","03012",37.31,16.56,"GAUCHE"
"1248","03013",39.5,22.66,"GAUCHE"
"1249","03014",32.77,6.67,"GAUCHE"
"1250","03015",39.92,20,"LUD"
"1251","03016",35.04,25.33,"LUD"
"1252","03017",41.34,23.53,"LUD"
"1253","03018",37.81,39.36,"LFN"
"1254","03019",43.1,28.59,"GAUCHE"
"1255","03020",32.71,20.44,"LUD"
"1256","03021",32.62,29.51,"GAUCHE"
"1257","03022",32.47,25.15,"GAUCHE"
"1258","03023",38.04,19.89,"LUD"
"1259","03024",45.96,47,"LFN"
"1260","03025",42.48,26.38,"GAUCHE"
"1261","03026",34.22,15.29,"LUD"
"1262","03027",43.31,29.76,"LUD"
"1263","03028",33.88,35.05,"GAUCHE"
"1264","03029",41.68,31,"GAUCHE"
"1265","03030",40.9,25.71,"LUD"
"1266","03031",26.87,16.35,"LUD"
"1267","03032",44.51,23.4,"LUD"
"1268","03033",43.28,20,"LUD"
"1269","03034",39.33,38.01,"LFN"
"1270","03035",39.33,28.43,"LUD"
"1271","03036",38.08,13.55,"GAUCHE"
"1272","03037",36.52,46.85,"LFN"
"1273","03038",44.33,25.69,"LUD"
"1274","03039",42.48,18.24,"LUD"
"1275","03040",32.78,17.76,"LUD"
"1276","03041",38.36,28.57,"LUD"
"1277","03042",37.86,36.47,"LUD"
"1278","03043",41.1,32.36,"LUD"
"1279","03044",38.12,25.75,"LUD"
"1280","03045",46.58,24.56,"LUD"
"1281","03046",41.93,21.66,"GAUCHE"
"1282","03047",46.07,32.22,"LUD"
"1283","03048",37.83,18.28,"LUD"
"1284","03049",38.78,27.09,"LUD"
"1285","03050",45.16,27.78,"LUD"
"1286","03051",46.64,25,"GAUCHE"
"1287","03052",39.31,20.55,"LUD"
"1288","03053",35,20.48,"LUD"
"1289","03054",44.38,27.96,"LUD"
"1290","03055",46.83,24.49,"GAUCHE"
"1291","03056",36.86,22.17,"LUD"
"1292","03057",37.14,21,"LUD"
"1293","03058",34.16,14.56,"GAUCHE"
"1294","03059",37.02,25.16,"LUD"
"1295","03060",37.66,30,"LUD"
"1296","03061",41.41,31.82,"LUD"
"1297","03062",31.72,14.81,"LUD"
"1298","03063",48.48,37.72,"LFN"
"1299","03064",24.14,35.85,"GAUCHE"
"1300","03065",44.71,21.27,"GAUCHE"
"1301","03066",50.93,25,"GAUCHE"
"1302","03067",36.03,20.48,"LUD"
"1303","03068",45.69,38.71,"LFN"
"1304","03069",34.7,22.58,"GAUCHE"
"1305","03070",37.72,17.65,"LUD"
"1306","03071",43.55,19.42,"LUD"
"1307","03072",42.37,23.62,"GAUCHE"
"1308","03073",32.1,24.65,"GAUCHE"
"1309","03074",42.54,15.96,"LUD"
"1310","03075",37.1,30.26,"GAUCHE"
"1311","03076",37.57,22.52,"LUD"
"1312","03077",41.84,16.67,"LUD"
"1313","03078",33.18,17.99,"LUD"
"1314","03079",34.31,28.77,"LUD"
"1315","03080",33,28.75,"LUD"
"1316","03081",38.63,23.78,"GAUCHE"
"1317","03082",46.3,22.1,"GAUCHE"
"1318","03083",39.63,27.54,"LUD"
"1319","03084",37.16,18.32,"GAUCHE"
"1320","03085",36.56,25.6,"GAUCHE"
"1321","03086",50.41,39.13,"LFN"
"1322","03087",41.76,32.33,"GAUCHE"
"1323","03088",42.75,40.97,"LFN"
"1324","03089",27.88,19.18,"GAUCHE"
"1325","03090",37.45,32.64,"GAUCHE"
"1326","03091",44.65,32.39,"LUD"
"1327","03092",34.27,17.93,"LUD"
"1328","03093",34.51,28.46,"GAUCHE"
"1329","03094",38.05,21.58,"LUD"
"1330","03095",39.69,23.09,"LUD"
"1331","03096",36.78,15.09,"LUD"
"1332","03097",40,20.9,"GAUCHE"
"1333","03098",39.71,21.01,"GAUCHE"
"1334","03099",33.96,19.59,"LUD"
"1335","03100",46.7,23.15,"LUD"
"1336","03101",40.54,21.95,"GAUCHE"
"1337","03102",42.69,21.83,"GAUCHE"
"1338","03103",39.45,25.97,"LUD"
"1339","03104",40.99,27.35,"GAUCHE"
"1340","03105",28.62,32.64,"LUD"
"1341","03106",40.13,23.69,"GAUCHE"
"1342","03107",40.32,18.89,"LUD"
"1343","03108",35.91,22.44,"GAUCHE"
"1344","03109",42.22,21.69,"LUD"
"1345","03110",37.05,26.82,"LUD"
"1346","03111",39.93,25.77,"LUD"
"1347","03112",43.87,30,"LUD"
"1348","03113",43.22,18.14,"LUD"
"1349","03114",34.71,25.66,"LUD"
"1350","03115",35.16,25.58,"LUD"
"1351","03116",27.22,18.8,"LUD"
"1352","03117",33.62,21.62,"GAUCHE"
"1353","03118",46.6,22.47,"LUD"
