"","lepen","sarkozy","hollande","INSEE","PCwinner","winner"
"26998",11.11,15.38,46.15,"65195",46.15,"hollande"
"26999",30.86,14.81,34.57,"65196",34.57,"hollande"
"27000",13.85,20,33.08,"65197",33.08,"hollande"
"27001",7.79,18.61,41.61,"65198",41.61,"hollande"
"27002",10.26,35.9,25.64,"65199",35.9,"sarkozy"
"27003",10.1,7.07,55.56,"65200",55.56,"hollande"
"27004",14.29,14.29,43.7,"65201",43.7,"hollande"
"27005",13.96,13.06,39.19,"65202",39.19,"hollande"
"27006",0,5.56,22.22,"65203",22.22,"hollande"
"27007",23.81,4.76,23.81,"65204",23.81,"hollande"
"27008",5.63,26.76,35.21,"65205",35.21,"hollande"
"27009",12.29,16.2,47.49,"65206",47.49,"hollande"
"27010",22.45,24.49,16.33,"65207",24.49,"sarkozy"
"27011",13.33,16.67,43.33,"65208",43.33,"hollande"
"27012",11.69,28.57,37.66,"65209",37.66,"hollande"
"27013",11.43,5.71,37.14,"65210",37.14,"hollande"
"27014",5.56,24.6,21.43,"65211",24.6,"sarkozy"
"27015",14.36,22.05,22.56,"65212",22.56,"hollande"
"27016",20.22,28.09,22.47,"65213",28.09,"sarkozy"
"27017",17.24,31.03,31.03,"65214",31.03,"hollande"
"27018",2.78,27.78,44.44,"65215",44.44,"hollande"
"27019",6.85,9.59,32.88,"65216",32.88,"hollande"
"27020",2.56,7.69,35.9,"65217",35.9,"hollande"
"27021",10.63,12.08,38.16,"65218",38.16,"hollande"
"27022",30.38,17.72,26.58,"65219",30.38,"lepen"
"27023",17.9,14.2,26.54,"65220",26.54,"hollande"
"27024",19.05,14.29,44.9,"65221",44.9,"hollande"
"27025",10.92,14.29,32.77,"65222",32.77,"hollande"
"27026",14.39,23.16,34.04,"65223",34.04,"hollande"
"27027",16.47,14.12,35.88,"65224",35.88,"hollande"
"27028",22.22,12.22,40,"65225",40,"hollande"
"27029",15.24,21.75,32.36,"65226",32.36,"hollande"
"27030",8.82,3.92,51.96,"65228",51.96,"hollande"
"27031",54.17,16.67,16.67,"65229",54.17,"lepen"
"27032",11.35,21.08,35.68,"65230",35.68,"hollande"
"27033",8.4,10.69,47.33,"65231",47.33,"hollande"
"27034",10.42,22.92,39.58,"65232",39.58,"hollande"
"27035",12.44,26.37,27.86,"65233",27.86,"hollande"
"27036",12.99,19.48,35.06,"65234",35.06,"hollande"
"27037",18.04,20.39,32.31,"65235",32.31,"hollande"
"27038",20,29.76,28.29,"65236",29.76,"sarkozy"
"27039",18.45,15.53,30.1,"65237",30.1,"hollande"
"27040",7.22,13.33,42.22,"65238",42.22,"hollande"
"27041",6.61,21.49,23.14,"65239",23.14,"hollande"
"27042",21.72,22.13,27.87,"65240",27.87,"hollande"
"27043",4.35,15.94,49.28,"65241",49.28,"hollande"
"27044",14.56,27.85,31.65,"65242",31.65,"hollande"
"27045",16.16,14.81,36.03,"65243",36.03,"hollande"
"27046",20.91,15.01,27.88,"65244",27.88,"hollande"
"27047",19.65,15.61,34.1,"65245",34.1,"hollande"
"27048",23.29,12.33,38.36,"65247",38.36,"hollande"
"27049",15.95,14.72,36.2,"65248",36.2,"hollande"
"27050",25,18.75,29.17,"65249",29.17,"hollande"
"27051",14.63,24.39,32.93,"65250",32.93,"hollande"
"27052",14.05,27.17,30.66,"65251",30.66,"hollande"
"27053",15.15,24.85,28.35,"65252",28.35,"hollande"
"27054",19.57,17.39,52.17,"65253",52.17,"hollande"
"27055",35.16,14.29,27.47,"65254",35.16,"lepen"
"27056",6.45,19.35,35.48,"65255",35.48,"hollande"
"27057",11.11,18.52,46.3,"65256",46.3,"hollande"
"27058",15.88,19.5,33.15,"65257",33.15,"hollande"
"27059",16.09,20.17,36.13,"65258",36.13,"hollande"
"27060",18.75,17.97,34.38,"65259",34.38,"hollande"
"27061",18.64,28.81,25.42,"65260",28.81,"sarkozy"
"27062",8.11,18.92,45.95,"65261",45.95,"hollande"
"27063",13.22,13.64,37.6,"65262",37.6,"hollande"
"27064",16,13.33,42.67,"65263",42.67,"hollande"
"27065",15.71,18.1,34.76,"65264",34.76,"hollande"
"27066",15.71,21.9,30,"65265",30,"hollande"
"27067",23.08,11.54,38.46,"65266",38.46,"hollande"
"27068",15.31,22.96,32.1,"65267",32.1,"hollande"
"27069",4.88,16.26,39.02,"65268",39.02,"hollande"
"27070",29.57,17.39,27.83,"65269",29.57,"lepen"
"27071",18.71,16.77,32.26,"65270",32.26,"hollande"
"27072",18.53,21.24,29.73,"65271",29.73,"hollande"
"27073",20,20,30,"65272",30,"hollande"
"27074",21.99,13.48,38.3,"65273",38.3,"hollande"
"27075",28.42,22.11,21.05,"65274",28.42,"lepen"
"27076",19.15,10.64,36.17,"65275",36.17,"hollande"
"27077",17.11,31.58,19.74,"65276",31.58,"sarkozy"
"27078",23.33,3.33,48.33,"65277",48.33,"hollande"
"27079",5.71,5.71,28.57,"65278",28.57,"hollande"
"27080",14.09,11.41,29.53,"65279",29.53,"hollande"
"27081",15.44,25.26,27.72,"65280",27.72,"hollande"
"27082",17.78,11.85,34.07,"65281",34.07,"hollande"
"27083",9.62,30.77,29.81,"65282",30.77,"sarkozy"
"27084",5.56,18.52,24.07,"65283",24.07,"hollande"
"27085",13.48,22.03,32.75,"65284",32.75,"hollande"
"27086",16.07,21.43,31.25,"65285",31.25,"hollande"
"27087",16.06,29.47,28.02,"65286",29.47,"sarkozy"
"27088",17.79,22.37,33.42,"65287",33.42,"hollande"
"27089",10.71,19.64,35.71,"65288",35.71,"hollande"
"27090",14.29,7.79,37.66,"65289",37.66,"hollande"
"27091",11.92,11.92,45.03,"65290",45.03,"hollande"
"27092",13.08,27.1,23.36,"65291",27.1,"sarkozy"
"27093",15.66,19.28,30.12,"65292",30.12,"hollande"
"27094",25.93,17.28,37.04,"65293",37.04,"hollande"
"27095",18.71,17.99,29.5,"65294",29.5,"hollande"
"27096",8.22,20.89,32.21,"65295",32.21,"hollande"
"27097",13.2,30.36,26.07,"65296",30.36,"sarkozy"
"27098",32.43,10.81,27.03,"65297",32.43,"lepen"
"27099",9.09,21.21,25.76,"65298",25.76,"hollande"
"27100",20.79,16.29,40.45,"65299",40.45,"hollande"
"27101",5.17,12.07,25.86,"65300",25.86,"hollande"
"27102",21.08,13.86,29.52,"65301",29.52,"hollande"
"27103",18,20.8,28,"65303",28,"hollande"
"27104",16.53,19.75,33.26,"65304",33.26,"hollande"
"27105",17.17,35.35,24.24,"65305",35.35,"sarkozy"
"27106",16.96,22.81,26.32,"65306",26.32,"hollande"
"27107",17.9,13.23,41.63,"65307",41.63,"hollande"
"27108",9.52,13.1,27.38,"65308",27.38,"hollande"
"27109",26.67,0,13.33,"65309",26.67,"lepen"
"27110",16.11,13.33,41.11,"65310",41.11,"hollande"
"27111",14.04,24.56,35.09,"65311",35.09,"hollande"
"27112",3.7,14.81,18.52,"65312",18.52,"hollande"
"27113",15.59,24.95,32.22,"65313",32.22,"hollande"
"27114",12.61,21.01,15.13,"65314",21.01,"sarkozy"
"27115",14.92,23.79,27.82,"65315",27.82,"hollande"
"27116",8.45,15.49,39.44,"65316",39.44,"hollande"
"27117",7.69,20.51,15.38,"65317",20.51,"sarkozy"
"27118",19.62,15.19,31.01,"65318",31.01,"hollande"
"27119",25.93,11.11,31.48,"65319",31.48,"hollande"
"27120",11.4,16.41,38.86,"65320",38.86,"hollande"
"27121",12.05,6.02,54.22,"65321",54.22,"hollande"
"27122",19.53,11.83,32.54,"65322",32.54,"hollande"
"27123",9.09,11.36,50,"65323",50,"hollande"
"27124",16.18,10.29,46.32,"65324",46.32,"hollande"
"27125",13.16,36.84,36.84,"65325",36.84,"hollande"
"27126",16.42,22.39,37.31,"65326",37.31,"hollande"
"27127",11.02,14.41,36.44,"65327",36.44,"hollande"
"27128",14.81,9.26,14.81,"65328",14.81,"hollande"
"27129",11.29,15.05,39.25,"65329",39.25,"hollande"
"27130",18.44,19.15,26.24,"65330",26.24,"hollande"
"27131",13.1,23.44,31.67,"65331",31.67,"hollande"
"27132",15.32,24.32,27.03,"65332",27.03,"hollande"
"27133",13.48,19.1,33.71,"65333",33.71,"hollande"
"27134",20.36,16.17,34.73,"65334",34.73,"hollande"
"27135",8.13,12.5,35.63,"65335",35.63,"hollande"
"27136",11.76,26.47,32.35,"65336",32.35,"hollande"
"27137",19.05,20.24,41.67,"65337",41.67,"hollande"
"27138",9.39,7.73,48.07,"65338",48.07,"hollande"
"27139",18.98,18.52,28.24,"65339",28.24,"hollande"
"27140",16.67,19.46,35.17,"65340",35.17,"hollande"
"27141",14.44,41.11,12.22,"65341",41.11,"sarkozy"
"27142",23.53,15.69,21.57,"65342",23.53,"lepen"
"27143",12.68,14.08,33.1,"65343",33.1,"hollande"
"27144",18.15,23.15,30.68,"65344",30.68,"hollande"
"27145",11.54,11.54,42.31,"65345",42.31,"hollande"
"27146",13.68,18.8,39.32,"65346",39.32,"hollande"
"27147",16.67,2.78,41.67,"65347",41.67,"hollande"
"27148",9.52,14.29,40.48,"65348",40.48,"hollande"
"27149",27.27,9.09,9.09,"65349",27.27,"lepen"
"27150",9.89,19.89,36.14,"65350",36.14,"hollande"
"27151",3.13,12.5,43.75,"65351",43.75,"hollande"
"27152",11.03,14.48,33.1,"65352",33.1,"hollande"
"27153",10.87,11.96,47.28,"65353",47.28,"hollande"
"27154",21.74,23.91,17.39,"65354",23.91,"sarkozy"
"27155",9.62,30.77,28.85,"65355",30.77,"sarkozy"
"27156",25,11.11,27.78,"65356",27.78,"hollande"
"27157",13.59,9.71,49.51,"65357",49.51,"hollande"
"27158",14.89,10.64,51.06,"65358",51.06,"hollande"
"27159",8.33,25,50,"65359",50,"hollande"
"27160",21.47,18.32,26.7,"65360",26.7,"hollande"
"27161",16.18,16.18,51.47,"65361",51.47,"hollande"
"27162",14.06,16,36.73,"65362",36.73,"hollande"
"27163",12.4,18.18,39.12,"65363",39.12,"hollande"
"27164",0,26.32,36.84,"65364",36.84,"hollande"
"27165",19.03,20.53,28.71,"65366",28.71,"hollande"
"27166",10.1,10.1,45.45,"65367",45.45,"hollande"
"27167",13.04,34.78,39.13,"65368",39.13,"hollande"
"27168",14.74,17.31,37.39,"65369",37.39,"hollande"
"27169",9.07,13.14,38.95,"65370",38.95,"hollande"
"27170",9.09,23.38,31.82,"65371",31.82,"hollande"
"27171",20.19,17.07,32.45,"65372",32.45,"hollande"
"27172",15.27,18.32,35.88,"65373",35.88,"hollande"
"27173",18.9,18.29,34.76,"65374",34.76,"hollande"
"27174",23.06,21.55,31.2,"65375",31.2,"hollande"
"27175",16.41,12.5,35.16,"65376",35.16,"hollande"
"27176",22.56,20.3,28.57,"65377",28.57,"hollande"
"27177",12.96,31.48,42.59,"65378",42.59,"hollande"
"27178",0,10,30,"65379",30,"hollande"
"27179",17.05,17.05,37.5,"65380",37.5,"hollande"
"27180",10.71,42.86,3.57,"65381",42.86,"sarkozy"
"27181",34.88,16.28,13.95,"65382",34.88,"lepen"
"27182",10.81,27.7,20.95,"65383",27.7,"sarkozy"
"27183",8.24,18.82,37.65,"65384",37.65,"hollande"
"27184",11.96,23.91,34.78,"65385",34.78,"hollande"
"27185",21.05,15.79,40.35,"65386",40.35,"hollande"
"27186",11.49,33.33,32.18,"65387",33.33,"sarkozy"
"27187",10.33,36.16,27.89,"65388",36.16,"sarkozy"
"27188",14.26,15.59,32.67,"65389",32.67,"hollande"
"27189",15.51,21.45,29.7,"65390",29.7,"hollande"
"27190",10,6.67,53.33,"65391",53.33,"hollande"
"27191",15.73,18.95,39.11,"65392",39.11,"hollande"
"27192",20.24,14.29,33.33,"65393",33.33,"hollande"
"27193",18.56,24.74,19.59,"65394",24.74,"sarkozy"
"27194",17.23,22.22,29.21,"65395",29.21,"hollande"
"27195",9.03,18.75,34.03,"65396",34.03,"hollande"
"27196",23.36,7.48,41.12,"65397",41.12,"hollande"
"27197",11.33,18,38,"65398",38,"hollande"
"27198",6.56,9.84,49.18,"65399",49.18,"hollande"
"27199",8.27,18.05,33.83,"65400",33.83,"hollande"
"27200",16.76,15.59,28.53,"65401",28.53,"hollande"
"27201",28.57,7.14,28.57,"65402",28.57,"hollande"
"27202",12.28,10.53,56.14,"65403",56.14,"hollande"
"27203",25.23,31.53,20.72,"65404",31.53,"sarkozy"
"27204",14.52,16.13,37.1,"65405",37.1,"hollande"
"27205",15.98,13.61,27.81,"65406",27.81,"hollande"
"27206",17.65,8.82,45.59,"65407",45.59,"hollande"
"27207",12.88,15.46,36.07,"65408",36.07,"hollande"
"27208",16.98,25.47,26.89,"65409",26.89,"hollande"
"27209",20.59,18.72,31.28,"65410",31.28,"hollande"
"27210",5.36,7.14,57.14,"65411",57.14,"hollande"
"27211",18.27,25.96,29.81,"65412",29.81,"hollande"
"27212",12.64,14.94,29.89,"65413",29.89,"hollande"
"27213",9.86,30.99,28.17,"65414",30.99,"sarkozy"
"27214",11.11,21.11,32.78,"65415",32.78,"hollande"
"27215",9.62,15.38,40.38,"65416",40.38,"hollande"
"27216",13.77,18.81,36.06,"65417",36.06,"hollande"
"27217",21.35,25,27.6,"65418",27.6,"hollande"
"27218",16.44,27.4,21.92,"65419",27.4,"sarkozy"
"27219",18.52,14.81,50,"65420",50,"hollande"
"27220",24.39,34.15,21.95,"65421",34.15,"sarkozy"
"27221",14.78,19.7,23.15,"65422",23.15,"hollande"
"27222",13.46,14.42,45.19,"65423",45.19,"hollande"
"27223",15.38,31.87,18.68,"65424",31.87,"sarkozy"
"27224",17.48,19.09,32.36,"65425",32.36,"hollande"
"27225",16.09,19.54,33.33,"65426",33.33,"hollande"
"27226",24.24,18.18,31.82,"65427",31.82,"hollande"
"27227",10.64,12.77,55.32,"65428",55.32,"hollande"
"27228",19.35,24.52,25.16,"65429",25.16,"hollande"
"27229",12.5,22.5,35,"65430",35,"hollande"
"27230",22.97,20.27,37.84,"65431",37.84,"hollande"
"27231",13.68,27.35,20.51,"65432",27.35,"sarkozy"
"27232",14.23,12.75,35.93,"65433",35.93,"hollande"
"27233",10.29,14.29,34.86,"65435",34.86,"hollande"
"27234",19.1,15.58,35.68,"65436",35.68,"hollande"
"27235",20,28.33,19.17,"65437",28.33,"sarkozy"
"27236",15.09,13.21,39.62,"65438",39.62,"hollande"
"27237",16.67,20,30.56,"65439",30.56,"hollande"
"27238",14.5,22.68,32.9,"65440",32.9,"hollande"
"27239",33.33,19.44,12.5,"65441",33.33,"lepen"
"27240",17.5,17.5,38.33,"65442",38.33,"hollande"
"27241",38.46,0,23.08,"65443",38.46,"lepen"
"27242",32.39,13.38,28.87,"65444",32.39,"lepen"
"27243",7.98,19.63,37.42,"65445",37.42,"hollande"
"27244",18.13,12.19,33.44,"65446",33.44,"hollande"
"27245",19.03,20.85,29.7,"65447",29.7,"hollande"
"27246",15.79,31.58,14.04,"65448",31.58,"sarkozy"
"27247",10,26.25,42.5,"65449",42.5,"hollande"
"27248",30,6.67,36.67,"65450",36.67,"hollande"
"27249",13.12,14.79,37.71,"65451",37.71,"hollande"
"27250",14.21,29.92,27.6,"65452",29.92,"sarkozy"
"27251",17.39,15.22,23.91,"65453",23.91,"hollande"
"27252",13.21,22.64,20.75,"65454",22.64,"sarkozy"
"27253",11.14,17.89,33.72,"65455",33.72,"hollande"
"27254",20.9,16.92,39.3,"65456",39.3,"hollande"
"27255",22.64,20.75,26.42,"65457",26.42,"hollande"
"27256",0,18.18,40.91,"65458",40.91,"hollande"
"27257",15.48,8.33,35.71,"65459",35.71,"hollande"
"27258",18.67,22.37,30.3,"65460",30.3,"hollande"
"27259",17.78,42.22,22.22,"65461",42.22,"sarkozy"
"27260",15.88,17.65,29.41,"65462",29.41,"hollande"
"27261",6.15,10.77,49.23,"65463",49.23,"hollande"
"27262",13.17,22.46,35.33,"65464",35.33,"hollande"
"27263",10.91,24,28.73,"65465",28.73,"hollande"
"27264",0,11.86,32.2,"65466",32.2,"hollande"
"27265",7.5,6.25,23.75,"65467",23.75,"hollande"
"27266",28.13,15.63,28.13,"65468",28.13,"hollande"
"27267",28.57,19.05,4.76,"65469",28.57,"lepen"
"27268",22.33,16.5,30.1,"65470",30.1,"hollande"
"27269",9.77,28.57,22.56,"65471",28.57,"sarkozy"
"27270",20.59,11.76,38.24,"65472",38.24,"hollande"
"27271",14.81,18.18,35.02,"65473",35.02,"hollande"
"27272",22.99,25.29,25.29,"65474",25.29,"hollande"
"27273",13.89,13.89,36.11,"65475",36.11,"hollande"
"27274",18.6,16.28,32.56,"65476",32.56,"hollande"
"27275",6.98,11.63,51.16,"65477",51.16,"hollande"
"27276",5.13,20.51,23.08,"65478",23.08,"hollande"
"27277",6.64,16.8,45.31,"65479",45.31,"hollande"
"27278",10.71,3.57,32.14,"65480",32.14,"hollande"
"27279",9.7,29.7,21.21,"65481",29.7,"sarkozy"
"27280",14.89,26.54,35.6,"65482",35.6,"hollande"
"27281",13.24,38.24,11.76,"66001",38.24,"sarkozy"
"27282",23.31,25.34,23.15,"66002",25.34,"sarkozy"
"27283",24.37,25.93,26.18,"66003",26.18,"hollande"
"27284",17.15,38.91,17.78,"66004",38.91,"sarkozy"
"27285",15.86,19.09,32.53,"66005",32.53,"hollande"
"27286",17.36,14.88,48.76,"66006",48.76,"hollande"
"27287",16.28,23.26,22.09,"66007",23.26,"sarkozy"
"27288",24.21,28.8,26.17,"66008",28.8,"sarkozy"
"27289",17.48,18.16,32.73,"66009",32.73,"hollande"
"27290",26.76,19.72,23.94,"66010",26.76,"lepen"
"27291",25.61,22.41,26.21,"66011",26.21,"hollande"
"27292",30.09,25.96,19.33,"66012",30.09,"lepen"
"27293",14.49,5.8,36.23,"66013",36.23,"hollande"
"27294",25.9,22.79,24.25,"66014",25.9,"lepen"
"27295",21.42,23.95,28.39,"66015",28.39,"hollande"
"27296",18.91,25.97,27.97,"66016",27.97,"hollande"
"27297",32.38,30.06,20.7,"66017",32.38,"lepen"
"27298",19.23,17.31,34.62,"66018",34.62,"hollande"
"27299",19.75,20.99,21.6,"66019",21.6,"hollande"
"27300",14.07,27.39,26.64,"66020",27.39,"sarkozy"
"27301",28.52,25.72,24.33,"66021",28.52,"lepen"
"27302",6.82,22.73,22.73,"66022",22.73,"hollande"
"27303",25.7,12.85,30.73,"66023",30.73,"hollande"
"27304",25.3,26.67,25.78,"66024",26.67,"sarkozy"
"27305",17.87,32.82,25.95,"66025",32.82,"sarkozy"
"27306",29.88,23.87,23.47,"66026",29.88,"lepen"
"27307",25.77,27.06,21.13,"66027",27.06,"sarkozy"
"27308",22.31,26.51,23.92,"66028",26.51,"sarkozy"
"27309",20.88,17.58,20.88,"66029",20.88,"hollande"
"27310",21.05,7.89,38.82,"66030",38.82,"hollande"
"27311",12.12,6.06,12.12,"66032",12.12,"hollande"
"27312",21.2,24.38,23.67,"66033",24.38,"sarkozy"
"27313",14.77,23.86,18.18,"66034",23.86,"sarkozy"
"27314",19.35,8.06,48.39,"66035",48.39,"hollande"
"27315",13.95,20.93,27.91,"66036",27.91,"hollande"
"27316",24.47,34.93,21.26,"66037",34.93,"sarkozy"
"27317",23.48,25.98,25.69,"66038",25.98,"sarkozy"
"27318",21.05,20.18,24.56,"66039",24.56,"hollande"
"27319",2.94,5.88,50,"66040",50,"hollande"
"27320",24.77,20.18,27.52,"66041",27.52,"hollande"
"27321",14.86,29.73,23.65,"66042",29.73,"sarkozy"
"27322",22.92,21.88,25,"66043",25,"hollande"
"27323",26.35,15.88,21.3,"66044",26.35,"lepen"
"27324",22.61,21.58,31.54,"66045",31.54,"hollande"
"27325",18.16,16.82,34.08,"66046",34.08,"hollande"
"27326",12.5,25,37.5,"66047",37.5,"hollande"
"27327",23.52,17.97,32.09,"66048",32.09,"hollande"
"27328",16.32,23.74,29.43,"66049",29.43,"hollande"
"27329",28.67,24.7,22.4,"66050",28.67,"lepen"
"27330",21.74,13.66,26.71,"66051",26.71,"hollande"
"27331",17.32,23.81,30.74,"66052",30.74,"hollande"
"27332",16.07,35.34,24.64,"66053",35.34,"sarkozy"
"27333",33.33,19.05,16.67,"66054",33.33,"lepen"
"27334",29.89,20.63,22.75,"66055",29.89,"lepen"
"27335",25,17.96,25.75,"66056",25.75,"hollande"
"27336",14.81,21.11,30,"66057",30,"hollande"
"27337",29.57,21.9,22.59,"66058",29.57,"lepen"
"27338",27.97,23.38,24.8,"66059",27.97,"lepen"
"27339",18.66,20.9,23.88,"66060",23.88,"hollande"
"27340",17.65,16.47,27.06,"66061",27.06,"hollande"
"27341",10.19,20.37,25.93,"66062",25.93,"hollande"
"27342",25.7,26.82,21.79,"66063",26.82,"sarkozy"
"27343",21.13,23.94,26.06,"66064",26.06,"hollande"
"27344",27.36,20.92,23.05,"66065",27.36,"lepen"
"27345",16.04,17.92,27.36,"66066",27.36,"hollande"
"27346",18.51,24.78,20.6,"66067",24.78,"sarkozy"
"27347",8.6,10.75,23.66,"66068",23.66,"hollande"
"27348",29.88,19.8,26.06,"66069",29.88,"lepen"
"27349",33.65,22.12,23.08,"66070",33.65,"lepen"
"27350",23.69,19.59,24.1,"66071",24.1,"hollande"
"27351",16.53,29.75,26.03,"66072",29.75,"sarkozy"
"27352",27.12,24.58,24.58,"66073",27.12,"lepen"
"27353",12.35,22.22,29.22,"66074",29.22,"hollande"
"27354",12.63,13.68,44.21,"66075",44.21,"hollande"
"27355",18.6,6.98,39.53,"66076",39.53,"hollande"
"27356",14.55,5.45,32.73,"66077",32.73,"hollande"
"27357",2.7,6.08,46.62,"66078",46.62,"hollande"
"27358",26.09,26.81,22.46,"66079",26.81,"sarkozy"
"27359",15.09,7.55,18.87,"66080",18.87,"hollande"
"27360",19.84,30.16,23.81,"66081",30.16,"sarkozy"
"27361",22.14,30.26,16.61,"66082",30.26,"sarkozy"
"27362",5.56,8.33,52.78,"66083",52.78,"hollande"
"27363",24.6,20.52,23.87,"66084",24.6,"lepen"
"27364",18.03,22.54,29.92,"66085",29.92,"hollande"
"27365",7.69,23.08,30.77,"66086",30.77,"hollande"
"27366",22.17,20.72,31.45,"66088",31.45,"hollande"
"27367",22.44,19.87,24.36,"66089",24.36,"hollande"
"27368",11.63,27.91,25.58,"66090",27.91,"sarkozy"
"27369",15.09,18.87,13.21,"66091",18.87,"sarkozy"
"27370",18.03,14.75,24.59,"66092",24.59,"hollande"
"27371",20.08,32.53,22.7,"66093",32.53,"sarkozy"
"27372",29.15,29.23,21.07,"66094",29.23,"sarkozy"
"27373",13.28,23.25,30.63,"66095",30.63,"hollande"
"27374",25,15.87,29.01,"66096",29.01,"hollande"
"27375",18.45,7.77,46.6,"66097",46.6,"hollande"
"27376",16.49,22.34,24.47,"66098",24.47,"hollande"
"27377",18.99,25.7,26.26,"66099",26.26,"hollande"
"27378",16.22,19.82,31.53,"66100",31.53,"hollande"
"27379",24.06,23.76,28.78,"66101",28.78,"hollande"
"27380",6.9,3.45,48.28,"66102",48.28,"hollande"
"27381",22.31,23.08,20,"66103",23.08,"sarkozy"
"27382",24.08,15.41,20.42,"66104",24.08,"lepen"
"27383",10.14,13.82,31.34,"66105",31.34,"hollande"
"27384",21.14,22.31,28.71,"66106",28.71,"hollande"
"27385",22.76,24.19,27.78,"66107",27.78,"hollande"
"27386",27.71,18.63,30.58,"66108",30.58,"hollande"
"27387",15.86,21.38,25.52,"66109",25.52,"hollande"
"27388",30.34,13.48,29.21,"66111",30.34,"lepen"
"27389",21.08,36.14,18.07,"66112",36.14,"sarkozy"
"27390",13.4,25.77,29.9,"66113",29.9,"hollande"
"27391",26.02,21.29,26.77,"66114",26.77,"hollande"
"27392",19.79,31.31,20.31,"66115",31.31,"sarkozy"
"27393",9.3,17.83,24.81,"66116",24.81,"hollande"
"27394",28.47,40.28,11.11,"66117",40.28,"sarkozy"
"27395",28.57,16.57,25.71,"66118",28.57,"lepen"
"27396",9.59,18.26,23.74,"66119",23.74,"hollande"
"27397",11.67,25,18.33,"66120",25,"sarkozy"
"27398",30.09,22.27,26.05,"66121",30.09,"lepen"
"27399",17.24,10.34,22.41,"66122",22.41,"hollande"
"27400",13.79,4.6,28.74,"66123",28.74,"hollande"
"27401",15.53,31.66,23.94,"66124",31.66,"sarkozy"
"27402",19.57,19.93,22.1,"66125",22.1,"hollande"
"27403",12.02,18.03,30.6,"66126",30.6,"hollande"
"27404",31.4,14.65,24.64,"66127",31.4,"lepen"
"27405",32,16,44,"66128",44,"hollande"
"27406",27.74,22.44,26.39,"66129",27.74,"lepen"
"27407",18.34,24.6,29.26,"66130",29.26,"hollande"
"27408",20.81,21.32,25.38,"66132",25.38,"hollande"
"27409",25.77,22.76,27.94,"66133",27.94,"hollande"
"27410",33.08,11.28,31.08,"66134",33.08,"lepen"
"27411",22.46,26.51,28.03,"66136",28.03,"hollande"
"27412",20.4,33.05,27.87,"66137",33.05,"sarkozy"
"27413",27.1,23.53,26.76,"66138",27.1,"lepen"
"27414",10,12,62,"66139",62,"hollande"
"27415",25.5,24.42,26.84,"66140",26.84,"hollande"
"27416",31.32,22.17,24.86,"66141",31.32,"lepen"
"27417",23.53,17.65,23.53,"66142",23.53,"hollande"
"27418",7.06,28.24,28.24,"66143",28.24,"hollande"
"27419",25.85,27.98,22.93,"66144",27.98,"sarkozy"
"27420",29.14,22.05,25.35,"66145",29.14,"lepen"
"27421",22.83,17.39,28.26,"66146",28.26,"hollande"
"27422",6.6,23.58,32.08,"66147",32.08,"hollande"
"27423",25.99,28.47,24.9,"66148",28.47,"sarkozy"
"27424",17.34,26.2,29,"66149",29,"hollande"
"27425",14.99,22.62,29.39,"66150",29.39,"hollande"
"27426",3.39,25.42,28.81,"66151",28.81,"hollande"
"27427",16.67,9.09,39.39,"66152",39.39,"hollande"
"27428",11.11,29.63,18.52,"66153",29.63,"sarkozy"
"27429",28.74,17.24,26.44,"66154",28.74,"lepen"
"27430",12.68,18.31,22.54,"66155",22.54,"hollande"
"27431",17.78,15.56,28.89,"66156",28.89,"hollande"
"27432",3.03,21.21,54.55,"66157",54.55,"hollande"
"27433",16.67,9.85,34.09,"66158",34.09,"hollande"
"27434",26.79,14.29,23.21,"66159",26.79,"lepen"
"27435",21.27,22.82,24.25,"66160",24.25,"hollande"
"27436",18.96,24.05,31.28,"66161",31.28,"hollande"
"27437",30.5,25.79,17.3,"66162",30.5,"lepen"
"27438",23.37,23.4,27.14,"66164",27.14,"hollande"
"27439",23.37,17.59,27.14,"66165",27.14,"hollande"
"27440",16.17,20.43,26.38,"66166",26.38,"hollande"
"27441",17.41,30.03,23.55,"66167",30.03,"sarkozy"
"27442",26.38,25.66,27.35,"66168",27.35,"hollande"
"27443",28.4,29.63,18.52,"66169",29.63,"sarkozy"
"27444",21.84,21.84,21.84,"66170",21.84,"hollande"
"27445",27.1,33.62,19.66,"66171",33.62,"sarkozy"
"27446",25.54,25.52,25.47,"66172",25.54,"lepen"
"27447",31.84,14.9,29.39,"66173",31.84,"lepen"
"27448",29.85,23.63,22.75,"66174",29.85,"lepen"
"27449",27.22,28.59,21.53,"66175",28.59,"sarkozy"
"27450",34.7,22.03,19.58,"66176",34.7,"lepen"
"27451",29.62,18.93,27.18,"66177",29.62,"lepen"
"27452",24.16,19.89,29.45,"66178",29.45,"hollande"
"27453",10.31,20,33.59,"66179",33.59,"hollande"
"27454",31.75,25.01,22.71,"66180",31.75,"lepen"
"27455",23.26,34.88,27.91,"66181",34.88,"sarkozy"
"27456",31.35,26.06,21.59,"66182",31.35,"lepen"
"27457",28.79,19.7,16.67,"66183",28.79,"lepen"
"27458",10.42,33.33,22.92,"66184",33.33,"sarkozy"
"27459",20.85,21.33,28.91,"66185",28.91,"hollande"
"27460",31.43,22.86,24.78,"66186",31.43,"lepen"
"27461",27.32,20.69,29.53,"66187",29.53,"hollande"
"27462",26.52,19.89,33.7,"66188",33.7,"hollande"
