CODGEO,P12_POP
48135,166
48136,127
48137,652
48138,69
48139,111
48140,4187
48141,135
48142,197
48144,324
48145,173
48146,522
48147,648
48148,523
48149,46
48150,189
48151,54
48152,151
48153,96
48154,254
48155,450
48156,800
48157,71
48158,120
48160,165
48161,64
48162,109
48163,111
48164,114
48165,184
48166,174
48167,42
48168,178
48169,200
48170,181
48171,196
48172,73
48173,220
48174,145
48175,172
48176,76
48177,298
48178,263
48179,136
48180,69
48181,63
48182,56
48183,282
48184,245
48185,155
48186,181
48187,99
48188,276
48189,181
48190,210
48191,95
48192,98
48193,194
48194,440
48195,105
48197,35
48198,601
49001,883
49002,2974
49003,954
49004,2501
49005,380
49006,1847
49007,149017
49008,979
49009,477
49010,293
49011,418
49012,363
49013,453
49014,477
49015,12953
49017,507
49018,6289
49019,1652
49020,4889
49021,6471
49022,1421
49023,6914
49024,397
49025,245
49026,2714
49027,1976
49028,124
49029,1062
49030,1030
49031,617
49032,1213
49033,428
49034,816
49035,6459
49036,734
49037,853
49038,220
49039,680
49040,1512
49041,1994
49042,3472
49043,978
49044,277
49045,585
49046,1290
49047,415
49048,2751
49049,1164
49050,2970
49051,623
49052,315
49053,354
49054,2909
49055,2047
49056,240
49057,323
49058,863
49059,503
49060,1341
49061,819
49062,140
49063,6550
49064,346
49065,2073
49066,969
49067,229
49068,1851
49069,2400
49070,702
49071,1182
49072,1201
49073,137
49074,741
49075,1344
49076,704
49077,563
49078,768
49079,52
49080,3136
49081,647
49082,960
49083,1462
49084,282
49085,798
49086,1182
49087,99
49088,845
49089,1043
49090,943
49091,755
49092,8755
49093,268
49094,1034
49095,144
49096,532
49097,947
49098,305
49099,54181
49100,514
49101,1314
49102,341
49103,2816
49104,554
49105,760
49106,2862
49107,457
49108,1033
49109,1566
49110,1685
49111,434
49112,911
49113,471
49114,163
49115,532
49116,608
49117,1271
49119,1516
49120,1396
49121,461
49122,307
49123,1697
49125,7521
49126,2059
49127,3395
49128,596
49129,3775
49130,617
49131,726
49132,1527
49133,660
49134,1386
49135,2172
49136,364
49137,1668
49138,978
49139,568
49140,1548
49141,274
49142,223
49143,764
49144,1129
49145,1923
49147,468
49148,458
49149,2211
49150,335
49151,2676
49153,2275
49154,604
49155,1474
49156,300
49157,352
49158,504
49159,536
49160,1656
49161,306
49162,3242
49163,1795
49165,1212
49167,2580
49169,1386
49170,795
49171,111
49172,1676
49173,286
49174,753
49175,78
49176,3888
49177,2474
49178,914
49179,2104
49180,6851
49181,480
49182,805
49183,2953
49184,524
49185,339
49186,268
49187,551
49188,849
49189,669
49190,1117
49191,1859
49192,3210
49193,4007
49194,4948
49195,1037
49196,2175
49197,300
49198,365
49200,2012
49201,2124
49202,268
49204,1470
49205,1046
49206,2062
49207,110
49208,217
49209,374
49211,1183
49212,3067
49214,7174
49215,4032
49216,503
49217,665
49218,1286
49219,465
49220,1778
49221,902
49222,2050
49223,5370
49224,985
49225,809
49226,440
49227,645
49228,1929
49229,1848
49230,335
49231,1457
49232,1340
49233,1248
49234,917
49235,484
49236,128
49237,161
49238,2499
49239,1356
49240,1007
49241,2295
49242,1256
49243,1073
49244,4011
49246,11975
49247,2391
49248,3046
49249,1883
49250,248
49251,693
49252,1166
49253,1232
49254,331
49256,744
49257,983
49258,960
49259,2274
49260,1774
49261,2341
49262,683
49263,1211
49264,2860
49265,1237
49266,1121
49267,8837
49268,803
49269,2607
49270,830
49271,2049
49272,1151
49273,1587
49274,958
49276,2765
49277,1454
49278,3648
49279,694
49280,422
49281,1611
49282,790
49283,3465
49284,1386
49285,2886
49288,237
49289,1779
49290,1749
49291,401
49292,1979
49294,2541
49295,1723
49296,2236
49297,763
49298,1563
49299,2552
49300,768
49301,7110
49302,456
49304,1158
49305,913
49306,1651
49307,2390
49308,2060
49309,399
49310,615
49311,1297
49312,381
49313,3429
49314,1051
49315,294
49316,1464
49317,974
49318,1358
49319,305
49320,904
49321,365
49322,183
49323,4458
49324,1306
49325,1039
49326,816
49327,575
49328,27523
49329,1393
49330,1117
49331,6920
49332,3940
49333,2970
49334,300
49335,372
49336,923
49337,2609
49338,1194
49339,1455
49341,784
49342,355
49343,3092
49344,1172
49345,1889
49346,446
49347,4261
49348,764
49349,1757
49350,2124
49351,1311
49352,1160
49353,12929
49354,348
49355,2793
49356,392
49358,577
49359,584
49360,1733
49361,1889
49362,1220
49363,1498
49364,1210
49365,913
49366,316
49367,2311
49368,1980
49369,1253
49370,450
49371,1609
49373,4300
49374,1468
49375,2483
49376,631
49377,2858
49378,2457
49381,1812
50001,664
50002,4155
50003,2782
50004,539
50005,290
50006,153
50007,253
50008,490
50009,249
50010,56
50012,247
50013,388
50014,246
50015,644
50016,192
50018,533
50019,444
50020,259
50021,64
50022,137
50023,668
50024,176
50025,7915
50026,87
50027,900
50028,98
50029,1214
50030,641
50031,2259
50032,990
50033,163
50034,533
50035,89
50036,450
50037,163
50038,371
50039,154
50040,160
50041,1501
50042,420
50043,151
50044,302
50045,606
50046,404
50048,547
50049,691
50050,128
50051,49
50052,161
50054,189
50055,113
50056,406
50057,580
50058,1564
50059,289
50060,411
50061,215
50062,103
50063,373
50064,188
50066,2372
50069,335
50070,58
50071,195
50072,226
50073,169
50074,2142
50075,165
50076,3070
50077,1069
50078,394
50079,380
50080,315
50081,802
50082,4238
50083,555
50084,563
50085,1173
50086,344
50087,2096
50088,181
50089,146
50090,533
50092,730
50093,426
50094,418
50095,1039
50096,220
50097,133
50098,645
50099,5943
50100,478
50101,225
50102,804
50103,320
50105,106
50106,216
50107,133
50108,437
50109,1844
50110,936
50111,1024
50112,484
50114,132
50115,215
50116,223
50117,353
50118,318
50119,186
50120,339
50121,231
50123,653
50124,133
50125,75
50126,138
50127,703
50128,302
50129,37121
50130,382
50131,304
50132,268
50133,210
50134,100
50135,206
50136,189
50137,614
50138,501
50139,3358
50140,383
50142,565
50143,881
50144,535
50145,603
50146,216
50147,9114
50148,457
50149,1030
50150,258
50151,2199
50152,249
50153,233
50154,454
50155,252
50156,61
50158,316
50159,650
50160,582
50161,541
50162,1511
50163,290
50164,1051
50165,3238
50166,304
50167,802
50168,2485
50169,101
50170,84
50171,31
50172,373
50173,17319
50174,178
50175,241
50176,361
50177,361
50178,1390
50179,53
50180,386
50181,344
50182,301
50183,322
50184,1739
50185,1005
50186,196
50187,886
50188,1044
50189,326
50190,166
50191,129
50192,110
50193,209
50194,372
50195,272
50196,480
50197,1454
50198,417
50199,413
50200,831
50202,697
50203,5691
50204,150
50205,239
50206,122
50207,177
50208,158
50209,894
50210,347
50211,116
50212,171
50213,470
50214,276
50215,2018
50216,809
50217,575
50218,13021
50219,656
50220,761
50221,60
50222,754
50223,112
50224,1049
50225,121
50227,365
50228,1196
50229,107
50230,885
50231,665
50232,453
50233,136
50234,84
50235,241
50236,1596
50237,1363
50238,494
50239,1135
50240,475
50241,176
50242,159
50243,542
50244,194
50245,228
50246,69
50247,187
50248,393
50249,320
50250,87
50251,361
50252,862
50253,206
50254,217
50255,323
50256,3321
50257,488
50258,108
50259,641
50260,592
50261,179
50262,503
50263,416
50265,154
50266,453
50267,2012
50268,269
50269,204
50270,398
50271,83
50272,919
50273,548
50274,1018
50275,149
50276,549
50277,622
50278,252
50279,612
50280,302
50281,849
50282,241
50283,59
50284,118
50285,308
50287,494
50288,1284
50289,723
50290,365
50291,136
50292,2203
50293,291
50294,1218
50295,134
50296,238
50297,1078
50298,656
50299,207
50300,181
50301,171
50302,270
50304,156
50305,687
50308,311
50310,180
50311,233
50312,148
50313,152
50315,280
50316,272
50317,244
50318,234
50319,402
50320,172
50321,522
50323,236
50324,118
50325,261
50326,235
50327,157
50328,777
50329,348
50330,247
50332,676
50333,340
50334,281
50335,504
50336,245
50337,376
50338,356
50339,327
50340,191
50341,2083
50342,794
50343,427
50345,649
50347,266
50348,564
50349,1324
50350,559
50351,72
50352,313
50353,41
50354,356
50355,357
50356,838
50357,87
50358,201
50359,1687
50360,253
50361,219
50362,299
50363,1131
50364,716
50365,428
50368,77
50369,838
50370,564
50371,449
50372,192
50373,101
50374,38
50375,190
50376,412
50378,682
50379,132
50380,156
50381,627
50382,470
50384,199
50385,144
50386,503
50387,356
50388,854
50389,450
50390,148
50391,1902
50393,2298
50394,2355
50395,246
50396,174
50397,236
50398,203
50399,197
50400,1965
50401,739
50402,3404
50403,1523
50404,221
50405,257
50406,401
50407,903
50408,477
50409,1757
50410,4048
50411,612
50412,1633
50413,516
50414,530
50415,297
50416,5104
50417,1587
50418,699
50419,1459
50420,929
50421,290
50422,183
50423,218
50425,1197
50426,389
50427,261
50428,498
50429,803
50430,35
50431,658
50432,127
50433,1175
50434,320
50435,636
50436,1022
50437,838
50438,349
50440,320
50441,343
50442,279
50443,553
50444,2329
50445,319
50446,560
50447,420
50448,714
50449,239
50450,337
50451,142
50452,681
50453,819
50454,414
50455,938
50456,548
50457,222
50458,533
50460,807
50461,212
50462,404
50463,545
50464,610
50465,775
50467,480
50468,785
50469,314
50470,417
50471,294
50472,203
50473,389
50474,551
50475,827
50476,215
50477,386
50478,400
50479,118
50480,736
50481,897
50482,204
50483,897
50484,3988
50485,1394
50486,567
50487,2758
50488,606
50489,496
50490,351
50491,398
50492,1223
50493,1348
50494,259
50495,77
50496,429
50497,357
50498,817
50499,484
50500,610
50502,18931
50503,525
50504,204
50505,716
50506,482
50507,325
50508,52
50509,740
50510,572
50511,134
50512,541
50513,193
50514,297
50515,1155
50516,2268
50517,204
50518,305
50519,471
50520,148
50521,137
50522,279
50523,1617
50524,211
50525,310
50528,282
50529,106
50531,774
50532,3949
50533,162
50534,398
50535,312
50536,144
50537,418
50538,436
50539,1760
50540,543
50541,1358
50542,499
50543,1221
50544,209
50545,748
50546,879
50548,133
50549,314
50550,1724
50551,2157
50552,351
50553,310
50554,1324
50556,617
50557,141
50558,823
50562,1904
50563,293
50564,834
50565,1574
50567,925
50568,494
50569,433
50570,417
50571,27
50572,217
50573,196
50574,258
50575,605
50576,1087
50577,312
50578,99
50579,1339
50580,503
50581,497
50582,2662
50583,191
50584,351
50585,1222
50586,198
50587,27
50588,669
50589,318
50590,366
50591,1240
50592,1433
50593,607
50594,962
50595,660
50596,298
50597,786
50598,260
50599,1240
50600,647
50601,2346
50602,15868
50603,779
50604,719
50605,668
50606,504
50607,394
50608,300
50609,157
50610,200
50611,2150
50612,736
50613,369
50614,135
50615,6932
50616,1909
50617,337
50618,259
50619,313
50620,1134
50621,77
50622,375
50623,373
50624,450
50625,489
50626,386
50627,209
50628,167
50629,688
50630,418
50631,384
50633,146
50634,87
50635,142
50636,38
50637,319
50638,192
50639,3759
50640,195
50641,598
50642,326
50643,797
50644,1061
50646,617
50647,1040
50648,1139
51001,150
51002,1465
51003,253
51004,106
51005,168
51006,147
51007,941
51008,214
51009,826
51010,144
51012,79
51013,106
51014,287
51015,116
51016,262
51017,354
51018,837
51019,228
51020,47
51022,143
51023,238
51025,973
51027,262
51028,910
51029,1791
51030,4004
51031,293
51032,496
51033,258
51034,14
51035,282
51036,494
51037,299
51038,178
51039,127
51040,261
51041,121
51042,402
51043,1985
51044,702
51045,105
51046,1051
51047,50
51048,185
51049,588
51050,131
51051,169
51052,498
51053,71
51054,1233
51055,6471
51056,287
51057,85
51058,1460
51059,357
51060,178
51061,123
51062,106
51063,182
51064,656
51065,668
51066,332
51068,205
51069,113
51070,201
51071,186
51072,178
51073,184
51074,1688
51075,1015
51076,460
51077,202
51078,530
51079,937
51080,167
51081,266
51082,93
51083,98
51084,93
51085,410
51086,342
51087,211
51088,443
51089,90
51090,312
51091,128
51092,366
51093,463
51094,208
51095,78
51097,167
51098,140
51099,328
51100,92
51101,633
51102,493
51103,165
51104,151
51105,1279
51106,133
51107,315
51108,45225
51109,181
51110,68
51111,143
51112,384
51113,144
51115,527
51116,269
51117,313
51118,1360
51119,519
51120,160
51121,273
51122,114
51124,52
51125,53
51126,60
51127,86
51128,54
51129,280
51130,221
51132,122
51133,51
51134,237
51135,68
51136,702
51137,187
51138,33
51139,336
51140,390
51141,789
51142,368
51143,65
51144,625
51145,257
51146,118
51147,330
51148,173
51149,422
51150,84
51151,167
51152,565
51153,1005
51154,239
51155,602
51156,128
51157,78
51158,570
51160,1416
51161,735
51162,674
51163,235
51164,180
51165,1076
51166,67
51167,152
51168,201
51169,95
51170,103
51171,1426
51172,6057
51173,111
51174,58
51175,196
51176,158
51177,229
51178,79
51179,199
51181,375
51182,124
51183,1197
51184,399
51185,286
51186,56
51187,288
51188,183
51190,54
51191,68
51192,341
51193,2482
51194,460
51195,860
51196,889
51197,77
51198,605
51199,434
51200,408
51201,142
51202,802
51203,226
51204,1518
51205,258
51206,97
51208,112
51210,1561
51211,70
51212,152
51213,51
51214,139
51215,140
51216,201
51217,2855
51218,129
51219,189
51220,136
51222,96
51223,65
51224,175
51225,319
51226,70
51227,461
51228,105
51229,117
51230,23529
51231,593
51232,446
51233,86
51234,596
51235,273
51236,160
51237,1890
51238,415
51239,125
51240,132
51241,82
51242,4474
51243,346
51244,240
51245,532
51246,206
51247,174
51248,2285
51249,400
51250,5413
51251,184
51252,514
51253,259
51254,239
51255,24
51256,343
51258,240
51259,222
51260,69
51261,425
51262,1839
51263,389
51264,536
51265,577
51266,509
51267,185
51268,151
51269,261
51270,231
51271,185
51272,444
51273,86
51274,109
51275,179
51276,170
51277,261
51278,281
51279,195
51280,29
51281,675
51282,1723
51283,151
51284,306
51285,149
51286,241
51287,761
51288,230
51289,407
51290,301
51291,1455
51292,120
51293,407
51294,81
51295,308
51296,80
51298,414
51299,811
51300,108
51301,124
51302,96
51303,573
51304,157
51305,137
51306,91
51307,197
51308,1918
51309,106
51310,206
51311,205
51312,989
51313,310
51314,198
51315,160
51316,293
51317,55
51318,613
51319,100
51320,330
51321,77
51322,115
51323,109
51324,120
51325,126
51326,1051
51327,200
51328,1034
51329,1197
51331,308
51333,619
51334,421
51336,57
51337,272
51338,720
51339,557
51340,519
51341,34
51342,273
51343,626
51344,1597
51345,255
51346,1185
51347,1229
51348,148
51349,206
51350,114
51351,108
51352,911
51353,57
51354,296
51355,51
51356,135
51357,673
51358,568
51359,185
51360,263
51361,187
51362,622
51363,246
51364,59
51365,834
51367,1195
51368,55
51369,335
51370,212
51371,50
51372,543
51373,96
51374,40
51375,261
51376,163
51377,40
51378,363
51379,508
51380,3742
51381,582
51382,136
51384,351
51386,124
51387,304
51388,5324
51389,760
51390,731
51391,2174
51392,208
51393,236
51395,86
51396,158
51397,161
51398,160
51399,555
51402,231
51403,598
51404,116
51406,156
51407,368
51409,336
51410,613
51411,577
51412,68
51413,863
51414,158
51415,231
51416,579
51417,434
51418,458
51419,146
51420,104
51421,75
51422,395
51423,2010
51424,213
51425,385
51426,68
51428,483
51429,221
51430,96
51431,1179
51432,903
51433,234
51434,756
51435,166
51436,902
51437,87
51438,77
51439,420
51440,1706
51441,114
51442,185
51443,92
51444,483
51445,159
51446,430
51447,532
51448,593
51449,1052
51450,399
51451,91
51452,34
51453,1043
51454,181893
51455,232
51456,62
51457,301
51458,67
51459,106
51460,182
51461,1034
51463,181
51464,333
51465,173
51466,200
51468,321
51469,103
51470,7
51471,381
51472,1066
51473,110
51474,3425
51475,74
51476,730
51477,292
51478,463
51479,223
51480,146
51482,620
51483,498
51484,275
51485,311
51486,337
51487,323
51488,294
51489,43
51490,201
51491,103
51492,1518
51493,100
51495,78
51496,256
51497,43
51498,61
51499,167
51500,128
51501,189
51502,92
51503,81
51504,741
51505,458
51506,5503
51507,4321
51508,195
51509,291
51510,130
51511,117
51512,64
51513,549
51514,103
51515,338
51516,59
51517,138
51518,626
51519,38
51520,88
51521,203
51522,380
51523,244
51524,290
51525,2064
51526,366
51527,256
51528,133
51529,376
51530,590
51531,2050
51532,542
51533,116
51534,176
51535,5160
51536,1661
51537,183
51538,120
51539,48
51542,161
51543,80
51544,629
51545,525
51546,477
51547,151
51548,440
51549,110
51550,292
51551,192
51552,269
51553,218
51555,171
51556,315
51557,487
51558,138
51559,4019
51560,111
51562,2284
51563,103
51564,291
51565,110
51566,275
51567,543
51568,294
51569,371
51570,96
51571,849
51572,228
51573,10081
51574,128
51576,1367
51577,153
51578,77
51579,144
51580,428
51581,208
51582,529
51583,214
51584,156
51585,854
51586,158
51587,267
51588,294
51589,178
51590,416
51591,212
51592,332
51594,58
51595,119
51596,363
51597,310
51598,509
51599,299
51600,98
51601,170
51602,69
51603,169
51604,254
51605,555
51607,191
51608,84
51609,844
51610,414
51611,295
51612,2456
51613,1035
51614,1047
51616,254
51617,625
51618,198
51619,119
51620,171
51621,534
51622,414
51623,268
51624,630
51625,296
51626,125
51627,313
51628,123
51629,874
51630,313
51631,167
51632,236
51633,307
51634,248
51635,105
51636,550
51637,231
51638,231
51639,51
51640,241
51641,198
51642,95
51643,571
51644,364
51645,127
51646,86
51647,882
51648,360
51649,13065
51650,50
51651,226
51652,73
51654,240
51655,300
51656,477
51657,197
51658,117
51659,47
51660,2187
51662,4730
51663,1747
52001,309
52002,22
52003,167
52004,14
52005,32
52006,385
52007,75
52008,891
52009,116
52011,67
52012,30
52013,146
52014,187
52015,89
52016,69
52017,790
52019,99
52021,244
52022,187
52023,191
52025,89
52027,79
52028,54
52029,159
52030,52
52031,393
52033,137
52034,133
52035,199
52036,246
52037,401
52038,67
52039,105
52040,49
52042,101
52043,47
52044,642
52045,1739
52047,103
52050,1383
52051,87
52053,78
52055,112
52056,225
52057,106
52058,1870
52059,128
52060,2172
52061,260
52062,151
52063,99
52064,518
52065,72
52066,57
52067,84
52069,140
52070,132
52072,366
52074,697
52075,193
52076,474
52079,752
52082,151
52083,787
52084,40
52085,23
52087,207
52088,654
52089,79
52090,112
52091,93
52092,106
52093,2503
52094,168
52095,200
52097,44
52099,846
52101,53
52102,409
52103,131
52104,1038
52105,295
52106,149
52107,219
52108,153
52109,6
52110,162
52113,224
52114,1641
52115,111
52116,60
52118,327
52119,311
52120,201
52121,22678
52122,119
52123,1392
52124,72
52125,1047
52126,170
52127,92
52128,126
52129,103
52130,200
52131,73
52132,216
52133,92
52134,261
52135,99
52136,120
52137,23
52138,60
52140,663
52141,311
52142,67
52145,120
52146,163
52147,90
52149,120
52151,180
52155,562
52156,441
52157,14
52158,269
52159,23
52160,88
52161,84
52162,215
52163,381
52164,222
52165,227
52167,250
52168,52
52169,92
52170,160
52171,219
52172,280
52173,92
52174,48
52175,359
52177,895
52178,420
52179,45
52180,422
52181,94
52182,2066
52183,42
52184,71
52185,75
52187,159
52189,371
52190,328
52193,309
52194,2104
52195,48
52196,115
52197,1430
52198,81
52199,50
52200,89
52201,72
52203,157
52204,74
52205,724
52206,166
52207,95
52208,172
52211,1591
52212,336
52213,139
52214,28
52216,31
52217,97
52218,49
52219,20
52220,145
52221,115
52222,45
52223,69
52225,276
52227,208
52228,74
52229,150
52230,326
52231,97
52232,45
52233,105
52234,35
52235,290
52237,284
52239,281
52240,203
52242,963
52243,122
52244,803
52245,70
52246,585
52247,246
52248,578
52249,159
52250,3486
52251,1026
52253,214
52254,77
52256,86
52257,109
52258,361
52260,133
52262,71
52264,68
52265,1401
52266,62
52267,182
52269,7905
52271,212
52272,128
52273,137
52274,286
52275,89
52276,216
52277,66
52278,89
52280,219
52282,326
52284,95
52285,91
52286,93
52287,99
52288,109
52289,317
52290,130
52291,74
52292,738
52293,455
52294,724
52295,101
52296,311
52297,261
52298,84
52300,170
52301,55
52302,168
52303,105
52304,56
52305,529
52306,476
52307,221
52308,440
52310,109
52311,218
52312,67
52313,145
52315,302
52316,68
52318,283
52319,69
52320,122
52321,190
52322,123
52325,116
52326,44
52327,428
52328,37
52330,64
52331,2078
52332,1941
52335,109
52336,144
52337,64
52340,74
52341,140
52342,28
52344,34
52346,352
52347,251
52348,634
52349,323
52350,84
52351,79
52352,82
52353,3926
52354,88
52355,174
52356,95
52357,171
52358,67
52359,173
52360,151
52362,145
52363,96
52364,115
52365,384
52366,81
52367,47
52369,80
52370,269
52371,157
52372,95
52373,49
52374,311
52375,59
52376,87
52377,299
52378,46
52380,360
52383,290
52384,114
52385,40
52386,561
52388,173
52390,44
52391,327
52392,108
52393,49
52394,230
52395,54
52396,154
52397,78
52398,719
52399,148
52400,161
52401,396
52403,68
52405,496
52406,199
52407,330
52411,228
52413,110
52414,812
52415,112
52416,71
52419,156
52420,120
52421,438
52422,277
52423,704
52424,76
52425,220
52426,118
52427,274
52428,61
52429,571
52431,157
52432,1570
52433,124
52436,54
52437,42
52438,119
52439,103
52440,378
52442,337
52443,36
52444,389
52445,73
52446,226
52447,179
52448,25280
52449,935
52450,162
52452,103
52453,122
52455,250
52456,652
52457,179
52459,111
52461,378
52463,35
52464,52
52465,127
52467,62
52468,100
52469,884
52470,451
52472,125
52473,98
52474,45
52475,62
52476,78
52479,741
52480,406
52482,102
52483,71
52484,347
52486,57
52487,84
52488,264
52489,36
52490,807
52491,116
52492,555
52493,34
52494,252
52495,81
52497,437
52499,75
52500,616
52502,52
52503,32
52504,290
52505,35
52506,121
52507,59
52509,693
52510,385
52511,63
52512,616
52513,77
52514,305
52515,101
52516,50
52517,129
52518,112
52519,50
52520,161
52522,342
52523,67
52524,267
52525,74
52526,95
52528,165
52529,718
52534,1562
52535,715
52536,44
52538,274
52539,83
52540,29
52541,183
52542,62
52543,500
52544,321
52545,89
52546,18
52547,216
52548,88
52549,22
52550,2909
53001,1871
53002,609
53003,2801
53004,562
53005,2245
53006,202
53007,2694
53008,1754
53009,648
53010,425
53011,817
53012,509
53013,611
53014,3302
53015,1701
53016,1271
53017,713
53018,1269
53019,131
53021,974
53022,524
53023,508
53025,1109
53026,488
53027,208
53028,565
53029,675
53030,337
53031,486
53032,193
53033,129
53034,5795
53035,563
53036,1067
53037,774
53038,167
53039,1805
53040,634
53041,237
53042,824
53043,554
53045,697
53046,307
53047,271
53048,1222
53049,685
53050,343
53051,587
53052,318
53053,542
53054,5573
53055,611
53056,922
53057,510
53058,332
53059,410
53061,504
53062,11759
53063,496
53064,1033
53065,795
53066,1357
53067,440
53068,166
53069,190
53071,444
53072,1256
53073,924
53074,924
53075,300
53076,332
53077,2987
53078,858
53079,393
53080,127
53082,662
53083,901
53084,4506
53085,207
53086,689
53087,227
53088,933
53089,480
53090,152
53091,522
53092,217
53093,311
53094,2237
53095,238
53096,5812
53097,7121
53098,405
53099,983
53100,1305
53101,823
53102,164
53103,2098
53104,991
53105,230
53106,542
53107,2702
53108,526
53109,618
53110,1003
53111,489
53112,427
53113,624
53114,200
53115,324
53116,772
53117,467
53118,250
53119,4161
53120,495
53121,1426
53122,703
53123,1468
53124,861
53125,1162
53126,1057
53127,2390
53128,323
53129,396
53130,50658
53131,198
53132,325
53133,752
53134,148
53135,747
53136,885
53137,1542
53138,340
53139,394
53140,3991
53141,1109
53142,347
53143,538
53144,796
53145,547
53146,1705
53147,13257
53148,208
53150,976
53151,1067
53152,2777
53153,695
53154,892
53155,1363
53156,247
53157,1261
53158,1016
53159,364
53160,407
53161,2045
53162,984
53163,708
53164,371
53165,331
53168,1260
53169,426
53170,1187
53172,423
53173,182
53174,775
53175,1272
53176,530
53177,313
53178,225
53179,337
53180,689
53181,881
53182,1841
53184,169
53185,1959
53186,2069
53187,222
53188,2683
53189,117
53190,459
53191,246
53192,339
53193,503
53194,900
53195,469
53196,388
53197,891
53198,280
53199,235
53200,1195
53201,7307
53202,373
53203,537
53204,391
53205,485
53206,219
53207,787
53208,473
53209,539
53210,1539
53211,1635
53212,433
53213,535
53214,177
53215,1599
53216,1024
53218,860
53219,1376
53220,399
53221,387
53222,353
53223,397
53224,1072
53225,477
53226,833
53228,451
53229,1586
53230,280
53231,198
53232,295
53233,343
53234,362
53235,232
53236,176
53237,448
53238,594
53239,411
53240,480
53241,185
53242,243
53243,1675
53244,205
53245,953
53246,1924
53247,2046
53248,140
53249,459
53250,399
53251,401
53252,430
53253,508
53254,241
53255,983
53256,210
53257,297
53258,942
53259,334
53260,394
53261,172
53262,1103
53263,297
53264,190
53265,751
53266,229
53267,1151
53269,584
53270,134
53271,2978
53272,191
53273,1073
53274,231
53276,915
54001,303
54002,228
54003,107
54004,187
54005,108
54006,435
54007,545
54008,464
54009,154
54010,524
54011,619
54012,332
54013,91
54014,252
54015,270
54016,286
54017,90
54018,253
54019,84
54020,441
54021,216
54022,626
54023,244
54024,336
54025,1251
54026,177
54027,789
54028,2559
54029,2432
54030,100
54031,264
54032,176
54033,98
54034,205
54035,400
54036,1021
54037,419
54038,820
54039,4512
54040,1579
54041,152
54042,338
54043,1378
54044,153
54045,428
54046,410
54047,211
54048,379
54049,584
54050,60
54051,1229
54052,119
54053,147
54054,1637
54055,325
54056,153
54057,66
54058,88
54059,811
54060,1423
54061,558
54062,626
54063,180
54064,355
54065,1086
54066,309
54067,776
54068,111
54069,373
54070,156
54071,167
54072,240
54073,935
54074,29
54075,126
54076,4012
54077,1099
54078,65
54079,4346
54080,1054
54081,457
54082,191
54083,185
54084,995
54085,94
54086,369
54087,128
54088,250
54089,1424
54090,4134
54091,301
54092,61
54093,161
54094,183
54095,40
54096,309
54097,121
54098,152
54099,5757
54100,715
54101,128
54102,603
54103,230
54104,270
54105,479
54106,72
54107,71
54108,96
54109,883
54110,591
54111,2983
54112,653
54113,1213
54114,361
54115,6884
54116,2085
54117,113
54118,657
54119,77
54120,334
54121,175
54122,691
54123,1795
54124,29
54125,479
54126,229
54127,639
54128,705
54129,1713
54130,196
54131,509
54132,66
54133,146
54134,274
54135,1414
54136,2388
54137,582
54138,2645
54139,284
54140,110
54141,144
54142,134
54143,369
54144,353
54145,920
54146,272
54147,85
54148,609
54149,1627
54150,2861
54151,999
54152,3156
54153,64
54154,529
54155,413
54156,517
54157,4545
54158,109
54159,9889
54160,431
54161,290
54162,1262
54163,256
54164,81
54165,640
54166,39
54167,2001
54168,256
54169,67
54170,70
54171,1192
54172,301
54173,187
54174,4525
54175,325
54176,1234
54177,270
54178,183
54179,306
54180,84
54181,779
54182,394
54183,87
54184,8653
54185,70
54186,982
54187,92
54188,1311
54189,602
54190,113
54191,96
54192,295
54193,75
54194,502
54195,210
54196,1736
54197,2347
54198,288
54199,384
54200,170
54201,273
54202,366
54203,153
54204,91
54205,2701
54206,366
54207,118
54208,286
54209,48
54210,225
54211,181
54212,416
54213,375
54214,704
54215,6727
54216,122
54217,169
54218,57
54219,69
54220,76
54221,220
54222,1373
54223,188
54224,111
54225,171
54226,166
54227,1348
54228,77
54229,348
54230,48
54231,182
54232,2887
54233,32
54234,2529
54235,409
54236,309
54237,105
54238,257
54239,128
54240,51
54241,74
54242,207
54243,215
54244,120
54245,53
54246,71
54247,170
54248,95
54249,278
54250,697
54251,100
54252,437
54253,792
54254,3091
54255,85
54256,311
54257,5691
54258,161
54259,216
54260,955
54261,4391
54262,186
54263,6259
54264,247
54265,2301
54266,439
54268,179
54269,321
54270,3446
54271,126
54272,440
54273,8389
54274,9363
54275,239
54276,803
54277,387
54278,85
54279,934
54280,6712
54281,889
54282,151
54283,319
54284,1208
54285,65
54286,1603
54287,267
54288,491
54289,374
54290,192
54291,296
54292,175
54293,102
54294,133
54295,938
54296,407
54297,308
54298,137
54299,245
54300,5963
54301,125
54302,766
54303,382
54304,14843
54305,2555
54306,355
54307,174
54308,147
54309,355
54310,3
54311,593
54312,500
54313,247
54314,3249
54315,957
54316,227
54317,116
54318,5910
54320,326
54321,2474
54322,5523
54323,14195
54324,108
54325,80
54326,224
54327,570
54328,6519
54329,19855
54330,432
54331,319
54332,1509
54333,256
54334,563
54335,425
54336,977
54337,144
54338,940
54339,8044
54340,338
54341,589
54342,1792
54343,180
54344,226
54345,336
54346,246
54348,242
54349,175
54350,680
54351,1744
54352,856
54353,970
54354,46
54355,97
54356,67
54357,9729
